chapter,method,text,character,count
33,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,1
33,chapter_all_gpt-4o-mini_individual,Miss Darcy,Miss Darcy,2
27,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,8
27,chapter_all_gpt-4o-mini_individual,Jane,Jane,4
27,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,1
27,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner,Mrs. Gardiner,3
27,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,1
27,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,1
27,chapter_all_gpt-4o-mini_individual,Mr. Gardiner,Mr. Gardiner,1
27,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,0
27,chapter_all_gpt-4o-mini_individual,Maria Lucas,Maria Lucas,0
23,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,11
23,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,1
23,chapter_all_gpt-4o-mini_individual,Lady Lucas,Lady Lucas,2
23,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,5
23,chapter_all_gpt-4o-mini_individual,Jane,Jane,8
23,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,1
23,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,9
23,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
23,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,1
23,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,2
23,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,2
23,chapter_all_gpt-4o-mini_individual,Miss Lucas,Charlotte Lucas,3
23,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,9
37,chapter_all_gpt-4o-mini_individual,Lady Catherine,Lady Catherine de Bourgh,7
37,chapter_all_gpt-4o-mini_individual,her Ladyship,Lady Catherine de Bourgh,3
37,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,4
37,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,3
37,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,0
37,chapter_all_gpt-4o-mini_individual,Jane,Jane,4
37,chapter_all_gpt-4o-mini_individual,the dear Colonel,Colonel Fitzwilliam,1
37,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,0
37,chapter_all_gpt-4o-mini_individual,Catherine,Kitty,9
37,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,0
37,chapter_all_gpt-4o-mini_individual,Miss de Bourgh,Miss de Bourgh,1
37,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,3
37,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,2
37,chapter_all_gpt-4o-mini_individual,Wickham,Wickham,1
37,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,1
37,chapter_all_gpt-4o-mini_individual,your mother,Mrs. Bennet,2
37,chapter_all_gpt-4o-mini_individual,my mother,Mrs. Bennet,0
6,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,11
6,chapter_all_gpt-4o-mini_individual,Miss Eliza,Elizabeth,5
6,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,14
6,chapter_all_gpt-4o-mini_individual,Jane,Jane,9
6,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,1
6,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,4
6,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
6,chapter_all_gpt-4o-mini_individual,Mary,Mary,3
6,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,2
6,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,2
6,chapter_all_gpt-4o-mini_individual,Charlotte,Charlotte Lucas,4
6,chapter_all_gpt-4o-mini_individual,Miss Lucas,Charlotte Lucas,4
6,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,1
6,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,0
7,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,14
7,chapter_all_gpt-4o-mini_individual,Lizzie,Elizabeth,1
7,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,2
7,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,5
7,chapter_all_gpt-4o-mini_individual,Jane,Jane,12
7,chapter_all_gpt-4o-mini_individual,Miss Bingley,Jane,5
7,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,5
7,chapter_all_gpt-4o-mini_individual,Caroline Bingley,Miss Bingley,1
7,chapter_all_gpt-4o-mini_individual,Mrs. Philips,Mrs. Philips,1
7,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,3
7,chapter_all_gpt-4o-mini_individual,Mr. Hurst,Mr. Hurst,1
7,chapter_all_gpt-4o-mini_individual,Mary,Mary,1
7,chapter_all_gpt-4o-mini_individual,Sir William,Sir William Lucas,1
7,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,2
7,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,6
7,chapter_all_gpt-4o-mini_individual,Captain Carter,Captain Carter,3
7,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,1
7,chapter_all_gpt-4o-mini_individual,Mr. Philips,Mr. Philips,2
7,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,5
36,chapter_all_gpt-4o-mini_individual,Jane,Jane,6
36,chapter_all_gpt-4o-mini_individual,Colonel Fitzwilliam,Colonel Fitzwilliam,4
36,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,2
36,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,2
22,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,10
22,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,0
22,chapter_all_gpt-4o-mini_individual,Lady Lucas,Lady Lucas,2
22,chapter_all_gpt-4o-mini_individual,Mrs. Lucas,Lady Lucas,0
22,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,2
22,chapter_all_gpt-4o-mini_individual,Jane,Jane,0
22,chapter_all_gpt-4o-mini_individual,Mr. Collins’s,Mr. Collins,6
22,chapter_all_gpt-4o-mini_individual,Mary,Mary,1
22,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,0
22,chapter_all_gpt-4o-mini_individual,Miss Lucas,Charlotte Lucas,6
22,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,0
22,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,2
34,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,9
34,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
34,chapter_all_gpt-4o-mini_individual,Colonel Fitzwilliam,Colonel Fitzwilliam,2
34,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,7
34,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,2
20,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,10
20,chapter_all_gpt-4o-mini_individual,Miss Elizabeth,Elizabeth,1
20,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,5
20,chapter_all_gpt-4o-mini_individual,Miss Jane,Jane,0
20,chapter_all_gpt-4o-mini_individual,Miss Kitty,Kitty,0
20,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,16
20,chapter_all_gpt-4o-mini_individual,Miss Lydia,Lydia,0
20,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,1
20,chapter_all_gpt-4o-mini_individual,Miss Lucas,Charlotte Lucas,2
20,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,10
5,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,2
5,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,2
5,chapter_all_gpt-4o-mini_individual,Mrs. Long,Mrs. Long,4
5,chapter_all_gpt-4o-mini_individual,Lady Lucas,Lady Lucas,1
5,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,3
5,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
5,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,1
5,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
5,chapter_all_gpt-4o-mini_individual,Mary,Mary,1
5,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,1
5,chapter_all_gpt-4o-mini_individual,Mr. Robinson,Mr. Robinson,3
5,chapter_all_gpt-4o-mini_individual,Miss Lucas,Charlotte Lucas,4
5,chapter_all_gpt-4o-mini_individual,Charlotte,Charlotte Lucas,2
5,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,3
4,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,3
4,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,1
4,chapter_all_gpt-4o-mini_individual,Jane,Jane,1
4,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,2
4,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,4
4,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,0
4,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,2
21,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,8
21,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,1
21,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,1
21,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,3
21,chapter_all_gpt-4o-mini_individual,Jane,Jane,13
21,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,1
21,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,6
21,chapter_all_gpt-4o-mini_individual,Caroline Bingley,Miss Bingley,1
21,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,3
21,chapter_all_gpt-4o-mini_individual,Charles,Mr. Bingley,2
21,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,2
21,chapter_all_gpt-4o-mini_individual,Mr. Hurst,Mr. Hurst,1
21,chapter_all_gpt-4o-mini_individual,Miss Lucas,Charlotte Lucas,1
21,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,0
21,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,1
21,chapter_all_gpt-4o-mini_individual,Georgiana Darcy,Miss Darcy,1
21,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,2
35,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,2
35,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,0
35,chapter_all_gpt-4o-mini_individual,your sister,Jane,8
35,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,1
35,chapter_all_gpt-4o-mini_individual,Colonel Fitzwilliam,Colonel Fitzwilliam,2
35,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
35,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,4
35,chapter_all_gpt-4o-mini_individual,FITZWILLIAM DARCY,Mr. Darcy,1
35,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,11
38,chapter_all_gpt-4o-mini_individual,Lady Catherine’s,Lady Catherine de Bourgh,2
38,chapter_all_gpt-4o-mini_individual,Miss Elizabeth,Elizabeth,2
38,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
38,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,3
38,chapter_all_gpt-4o-mini_individual,Mrs. Collins,Mr. Collins,2
38,chapter_all_gpt-4o-mini_individual,Mr. Gardiner,Mr. Gardiner,1
38,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner,Mr. Gardiner,1
38,chapter_all_gpt-4o-mini_individual,my dear Charlotte,Charlotte Lucas,1
38,chapter_all_gpt-4o-mini_individual,Maria,Maria Lucas,2
10,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,16
10,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,4
10,chapter_all_gpt-4o-mini_individual,Jane,Jane,2
10,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,9
10,chapter_all_gpt-4o-mini_individual,Caroline,Miss Bingley,1
10,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,4
10,chapter_all_gpt-4o-mini_individual,Charles,Mr. Bingley,1
10,chapter_all_gpt-4o-mini_individual,Mr. Hurst,Mr. Hurst,1
10,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,11
10,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,5
10,chapter_all_gpt-4o-mini_individual,Miss Darcy,Miss Darcy,1
10,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,1
9,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,8
9,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,2
9,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,3
9,chapter_all_gpt-4o-mini_individual,Mr. Jones,Mr. Jones,1
9,chapter_all_gpt-4o-mini_individual,Jane,Jane,8
9,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,2
9,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,3
9,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,9
9,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,0
9,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,1
9,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,2
9,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,1
9,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,9
9,chapter_all_gpt-4o-mini_individual,mamma,Mrs. Bennet,1
8,chapter_all_gpt-4o-mini_individual,Miss Elizabeth Bennet,Elizabeth,2
8,chapter_all_gpt-4o-mini_individual,Eliza Bennet,Elizabeth,2
8,chapter_all_gpt-4o-mini_individual,Mr. Jones,Mr. Jones,2
8,chapter_all_gpt-4o-mini_individual,Jane Bennet,Jane,1
8,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,11
8,chapter_all_gpt-4o-mini_individual,Caroline,Miss Bingley,1
8,chapter_all_gpt-4o-mini_individual,her sister,Miss Bingley,7
8,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,2
8,chapter_all_gpt-4o-mini_individual,Charles,Mr. Bingley,3
8,chapter_all_gpt-4o-mini_individual,Mr. Hurst,Mr. Hurst,3
8,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,4
8,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,3
8,chapter_all_gpt-4o-mini_individual,Louisa,Mrs. Hurst,2
11,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,13
11,chapter_all_gpt-4o-mini_individual,Miss Eliza Bennet,Elizabeth,1
11,chapter_all_gpt-4o-mini_individual,Jane,Jane,1
11,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,10
11,chapter_all_gpt-4o-mini_individual,Caroline,Miss Bingley,1
11,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,0
11,chapter_all_gpt-4o-mini_individual,Mr. Hurst,Mr. Hurst,5
11,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,8
11,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,1
11,chapter_all_gpt-4o-mini_individual,Louisa,Mrs. Hurst,1
11,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,0
39,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,9
39,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,2
39,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,2
39,chapter_all_gpt-4o-mini_individual,Jane,Jane,5
39,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,7
39,chapter_all_gpt-4o-mini_individual,Mrs. Philips,Mrs. Philips,0
39,chapter_all_gpt-4o-mini_individual,Mr. Denny,Mr. Denny,0
39,chapter_all_gpt-4o-mini_individual,Mary,Mary,5
39,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,1
39,chapter_all_gpt-4o-mini_individual,Mrs. Forster,Mrs. Forster,4
39,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,11
39,chapter_all_gpt-4o-mini_individual,Wickham,Wickham,6
39,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,2
13,chapter_all_gpt-4o-mini_individual,Lady Catherine de Bourgh,Lady Catherine de Bourgh,1
13,chapter_all_gpt-4o-mini_individual,her Ladyship,Lady Catherine de Bourgh,1
13,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,2
13,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,4
13,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
13,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,0
13,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,6
13,chapter_all_gpt-4o-mini_individual,William Collins,Mr. Collins,1
13,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,2
13,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,1
13,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,7
13,chapter_all_gpt-4o-mini_individual,my dear,Mrs. Bennet,4
12,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,7
12,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,1
12,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,0
12,chapter_all_gpt-4o-mini_individual,Jane,Jane,7
12,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,0
12,chapter_all_gpt-4o-mini_individual,Catherine,Kitty,1
12,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,3
12,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,2
12,chapter_all_gpt-4o-mini_individual,Mary,Mary,1
12,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,1
12,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,1
12,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,1
12,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,3
16,chapter_all_gpt-4o-mini_individual,Lady Catherine de Bourgh,Lady Catherine de Bourgh,3
16,chapter_all_gpt-4o-mini_individual,Mr. Denny,Mr. Denny,0
16,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,9
16,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,11
16,chapter_all_gpt-4o-mini_individual,Miss Darcy,Miss Darcy,1
16,chapter_all_gpt-4o-mini_individual,Mr. and Mrs. Bennet,Mrs. Bennet,1
16,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,4
16,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,18
16,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,18
16,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,2
16,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,3
16,chapter_all_gpt-4o-mini_individual,Miss de Bourgh,Miss de Bourgh,1
16,chapter_all_gpt-4o-mini_individual,Lady Anne Darcy,Lady Anne Darcy,1
16,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,0
16,chapter_all_gpt-4o-mini_individual,Mrs. Philips,Mrs. Philips,8
17,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,9
17,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,1
17,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,4
17,chapter_all_gpt-4o-mini_individual,Jane,Jane,6
17,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,6
17,chapter_all_gpt-4o-mini_individual,Mary,Mary,1
17,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,2
17,chapter_all_gpt-4o-mini_individual,Kitty,Lydia,1
17,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,4
17,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,6
17,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,3
15,chapter_all_gpt-4o-mini_individual,Lady Catherine de Bourgh,Lady Catherine de Bourgh,1
15,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,6
15,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,2
15,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,3
15,chapter_all_gpt-4o-mini_individual,Jane,Jane,6
15,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,3
15,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,2
15,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,9
15,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
15,chapter_all_gpt-4o-mini_individual,Mr. Denny,Mr. Denny,4
15,chapter_all_gpt-4o-mini_individual,Mrs. Philips,Mrs. Philips,5
15,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,5
15,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,5
15,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,4
29,chapter_all_gpt-4o-mini_individual,Lady Catherine,Lady Catherine de Bourgh,20
29,chapter_all_gpt-4o-mini_individual,her Ladyship’s,Lady Catherine de Bourgh,3
29,chapter_all_gpt-4o-mini_individual,this great lady,Lady Catherine de Bourgh,1
29,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,14
29,chapter_all_gpt-4o-mini_individual,my dear cousin,Elizabeth,1
29,chapter_all_gpt-4o-mini_individual,Miss Bennet,Elizabeth,2
29,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,10
29,chapter_all_gpt-4o-mini_individual,Sir William,Mr. Collins,7
29,chapter_all_gpt-4o-mini_individual,Mrs. Collins,Mr. Collins,6
29,chapter_all_gpt-4o-mini_individual,Miss de Bourgh,Miss de Bourgh,5
29,chapter_all_gpt-4o-mini_individual,her daughter,Miss de Bourgh,2
29,chapter_all_gpt-4o-mini_individual,Sir William,Sir William Lucas,7
29,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,1
29,chapter_all_gpt-4o-mini_individual,Charlotte,Charlotte Lucas,4
29,chapter_all_gpt-4o-mini_individual,Mrs. Collins,Charlotte Lucas,6
29,chapter_all_gpt-4o-mini_individual,Maria Lucas,Maria Lucas,1
29,chapter_all_gpt-4o-mini_individual,Mrs. Jenkinson,Mrs. Jenkinson,6
28,chapter_all_gpt-4o-mini_individual,Lady Catherine,Lady Catherine de Bourgh,5
28,chapter_all_gpt-4o-mini_individual,her Ladyship,Lady Catherine de Bourgh,2
28,chapter_all_gpt-4o-mini_individual,Miss Elizabeth,Elizabeth,1
28,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,9
28,chapter_all_gpt-4o-mini_individual,Miss De Bourgh,Miss de Bourgh,3
28,chapter_all_gpt-4o-mini_individual,Sir William,Sir William Lucas,2
28,chapter_all_gpt-4o-mini_individual,Charlotte,Charlotte Lucas,14
28,chapter_all_gpt-4o-mini_individual,Mrs. Collins,Charlotte Lucas,1
28,chapter_all_gpt-4o-mini_individual,sister Maria,Maria Lucas,1
14,chapter_all_gpt-4o-mini_individual,Lady Catherine de Bourgh,Lady Catherine de Bourgh,1
14,chapter_all_gpt-4o-mini_individual,her Ladyship,Lady Catherine de Bourgh,3
14,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,1
14,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,8
14,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,1
14,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,4
14,chapter_all_gpt-4o-mini_individual,Mr. Denny,Mr. Denny,1
14,chapter_all_gpt-4o-mini_individual,Miss de Bourgh,Miss de Bourgh,1
14,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,1
14,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,4
14,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,3
58,chapter_all_gpt-4o-mini_individual,Lady Catherine,Lady Catherine de Bourgh,2
58,chapter_all_gpt-4o-mini_individual,her Ladyship,Lady Catherine de Bourgh,2
58,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,14
58,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
58,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,4
58,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,3
58,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner,Mrs. Gardiner,1
58,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,1
58,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,1
58,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,2
59,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,13
59,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,17
59,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,12
59,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,3
59,chapter_all_gpt-4o-mini_individual,Jane,Jane,11
59,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,3
59,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,6
59,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
59,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,6
59,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,6
61,chapter_all_gpt-4o-mini_individual,Lady Catherine,Lady Catherine de Bourgh,1
61,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,11
61,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,1
61,chapter_all_gpt-4o-mini_individual,Mrs. Darcy,Elizabeth,1
61,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,1
61,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
61,chapter_all_gpt-4o-mini_individual,Mrs. Bingley,Jane,1
61,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,1
61,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,1
61,chapter_all_gpt-4o-mini_individual,Mr. Bingley,Mr. Bingley,1
61,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner,Mrs. Gardiner,0
61,chapter_all_gpt-4o-mini_individual,Mary,Mary,2
61,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,6
61,chapter_all_gpt-4o-mini_individual,Mrs. Wickham,Lydia,1
