chapter,method,text,character
41,chapter_all_gpt-4o-mini_individual,Elizabeth mentioned Colonel Fitzwilliam’s having both spent three weeks at Rosings.,Colonel Fitzwilliam
41,chapter_all_gpt-4o-mini_individual,The mortification of Kitty is scarcely to be described.,Kitty
41,chapter_all_gpt-4o-mini_individual,She continued in the parlour repining at her fate in terms as unreasonable as her accent was peevish.,Kitty
41,chapter_all_gpt-4o-mini_individual,She could not see why Mrs. Forster should not ask her as well as Lydia.,Kitty
41,chapter_all_gpt-4o-mini_individual,Lydia’s imagination saw a visit to Brighton comprising every possibility of earthly happiness.,Lydia
41,chapter_all_gpt-4o-mini_individual,She saw herself the object of attention to tens and scores of unknown officers.,Lydia
41,chapter_all_gpt-4o-mini_individual,"Lydia flew about the house in restless ecstasy, calling for everyone’s congratulations.",Lydia
41,chapter_all_gpt-4o-mini_individual,"Wickham looked surprised, displeased, alarmed.",Wickham
41,chapter_all_gpt-4o-mini_individual,His demeanor reflected a mix of joy and distrust.,Wickham
41,chapter_all_gpt-4o-mini_individual,Wickham's alarm now appeared in a heightened complexion and agitated look.,Wickham
41,chapter_all_gpt-4o-mini_individual,She remembered what she had herself endured on a similar occasion five-and-twenty years ago.,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,She shared all their grief.,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,Her delight over Lydia's news was evident.,Mrs. Bennet
57,chapter_all_gpt-4o-mini_individual,had actually taken the trouble of this journey from Rosings for the sole purpose of breaking off her supposed engagement with Mr. Darcy,Lady Catherine de Bourgh
57,chapter_all_gpt-4o-mini_individual,must meditate an application to her nephew,Lady Catherine de Bourgh
57,chapter_all_gpt-4o-mini_individual,The discomposure of spirits which this extraordinary visit threw Elizabeth into could not be easily overcome,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she could not help feeling some uneasiness as to the possible consequence of her persisting in this interference,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she dared not pronounce how he might take a similar representation of the evils attached to a connection with her,Elizabeth
57,chapter_all_gpt-4o-mini_individual,it was natural to suppose that he thought much higher of her Ladyship than she could do,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she should know how to understand it,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she would soon cease to regret him at all,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she anticipated with dismay all the consequent explanations,Elizabeth
57,chapter_all_gpt-4o-mini_individual,the colour now rushed into Elizabeth’s cheeks in the instantaneous conviction of its being a letter from the nephew,Elizabeth
57,chapter_all_gpt-4o-mini_individual,"she was undetermined whether most to be pleased that he explained himself at all, or offended that his letter was not rather addressed to herself",Elizabeth
57,chapter_all_gpt-4o-mini_individual,she could only force one most reluctant smile,Elizabeth
57,chapter_all_gpt-4o-mini_individual,Elizabeth tried to join in her father’s pleasantry,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she looked conscious,Elizabeth
57,chapter_all_gpt-4o-mini_individual,she was not distressed by his repeating it,Elizabeth
57,chapter_all_gpt-4o-mini_individual,it was necessary to laugh when she would rather have cried,Elizabeth
57,chapter_all_gpt-4o-mini_individual,"she could do nothing but wonder at such a want of penetration, or fear that, perhaps, instead of his seeing too little, she might have fancied too much",Elizabeth
57,chapter_all_gpt-4o-mini_individual,"he would probably feel that the arguments, which to Elizabeth had appeared weak and ridiculous, contained much good sense and solid reasoning",Mr. Darcy
57,chapter_all_gpt-4o-mini_individual,his curiosity to know what he had to tell her was heightened by the supposition of its being in some manner connected with the letter he held,Mr. Bennet
57,chapter_all_gpt-4o-mini_individual,"he then said, 'I have received a letter this morning that has astonished me exceedingly'",Mr. Bennet
43,chapter_all_gpt-4o-mini_individual,"watched for the first appearance of Pemberley Woods with some perturbation; and when at length they turned in at the lodge, her spirits were in a high flutter.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,"Her mind was too full for conversation, but she saw and admired every remarkable spot and point of view.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,she felt that to be mistress of Pemberley might be something!,Elizabeth
43,chapter_all_gpt-4o-mini_individual,she had leisure to wonder at her being where she was.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,"she looked on the whole scene, the river, the trees scattered on its banks, and the winding of the valley, with delight.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,"she saw, with admiration of his taste, that it was neither gaudy nor uselessly fine,--with less of splendour, and more real elegance, than the furniture of Rosings.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,This was a lucky recollection--it saved her from something like regret.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,"She longed to inquire of the housekeeper whether her master were really absent, but had not courage for it.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,How rejoiced was Elizabeth that their own journey had not by any circumstance been delayed a day!,Elizabeth
43,chapter_all_gpt-4o-mini_individual,Elizabeth could not return it.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,this was going pretty far; and she listened with increasing astonishment.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,she longed to hear more; and was grateful to her uncle.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,Elizabeth thought this was going pretty far; and she listened with increasing astonishment.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,"Every idea that had been brought forward by the housekeeper was favourable to his character; and as she stood before the canvas, on which he was represented, and fixed his eyes upon hers, she thought of his regard with a deeper sentiment of gratitude than it had ever raised before.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,what could it mean?,Elizabeth
43,chapter_all_gpt-4o-mini_individual,"Her thoughts were all fixed on that one spot of Pemberley House, whichever it might be, where Mr. Darcy then was.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,"She longed to know what at that moment was passing in his mind; in what manner he thought of her, and whether, in defiance of everything, she was still dear to him.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,it was gratifying to know that his resentment had not made him think really ill of her.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,she was flattered and pleased.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,It was consoling that he should know she had some relations for whom there was no need to blush.,Elizabeth
43,chapter_all_gpt-4o-mini_individual,"Her astonishment, however, was extreme; and continually was she repeating, 'Why is he so altered? From what can it proceed? It cannot be for me, it cannot be for my sake that his manners are thus softened.'",Elizabeth
43,chapter_all_gpt-4o-mini_individual,"She wanted to talk, but there seemed an embargo on every subject.",Elizabeth
43,chapter_all_gpt-4o-mini_individual,"she could do nothing but think, and think with wonder, of Mr. Darcy’s civility, and, above all, of his wishing her to be acquainted with his sister.",Elizabeth
42,chapter_all_gpt-4o-mini_individual,she had never been blind to the impropriety of her father’s behaviour as a husband.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,She had always seen it with pain.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she endeavoured to forget what she could not overlook.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she found little other cause for satisfaction in the loss of the regiment.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,her thoughts...threw a real gloom over their domestic circle.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she found...that an event to which she had looked forward with impatient desire...did not...bring all the satisfaction she had promised herself.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,her tour to the Lakes was now the object of her happiest thoughts.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,it is fortunate...that I have something to wish for.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,It was her business to be satisfied--and certainly her temper to be happy.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she was excessively disappointed: she had set her heart on seeing the Lakes.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she felt that she had no business at Pemberley.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,her mind could not acquiesce.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,the possibility of meeting Mr. Darcy...would be dreadful!,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she blushed at the very idea.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,she was at leisure to feel a great deal of curiosity to see the house herself.,Elizabeth
42,chapter_all_gpt-4o-mini_individual,captivated by youth and beauty.,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,had very early in their marriage put an end to all real affection for her.,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,had vanished for ever; and all his views of domestic happiness were overthrown.,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,was not of a disposition to seek comfort for the disappointment.,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,was fond of the country and of books; and from these tastes had arisen his principal enjoyments.,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,might in time regain her natural degree of sense.,Kitty
42,chapter_all_gpt-4o-mini_individual,felt a peculiar strong attraction.,Mrs. Gardiner
42,chapter_all_gpt-4o-mini_individual,was restored to her usual querulous serenity.,Mrs. Bennet
56,chapter_all_gpt-4o-mini_individual,She entered the room with an air more than usually ungracious.,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,"Her carriage remained at the door, and Elizabeth saw that her waiting-woman was in it.",Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,Lady Catherine began in an angry tone.,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,Her Ladyship was highly incensed.,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,She was displeased.,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,Elizabeth had mentioned her name to her mother on her Ladyship’s entrance.,Elizabeth
56,chapter_all_gpt-4o-mini_individual,"Elizabeth now expected that she would produce a letter for her from Charlotte, as it seemed the only probable motive for her calling.",Elizabeth
56,chapter_all_gpt-4o-mini_individual,Elizabeth was determined to make no effort for conversation with a woman who was now more than usually insolent and disagreeable.,Elizabeth
56,chapter_all_gpt-4o-mini_individual,Elizabeth looked with unaffected astonishment.,Elizabeth
56,chapter_all_gpt-4o-mini_individual,"Elizabeth, colouring with astonishment and disdain.",Elizabeth
56,chapter_all_gpt-4o-mini_individual,"Elizabeth made no answer; and without attempting to persuade her Ladyship to return into the house, walked quietly into it herself.",Elizabeth
56,chapter_all_gpt-4o-mini_individual,"on the part of Mrs. Bennet and Kitty, though she was perfectly unknown to them, even inferior to what Elizabeth felt.",Kitty
56,chapter_all_gpt-4o-mini_individual,"Mrs. Bennet, all amazement, though flattered by having a guest of such high importance, received her with the utmost politeness.",Mrs. Bennet
56,chapter_all_gpt-4o-mini_individual,Mrs. Bennet assured her that they never sat there after dinner.,Mrs. Bennet
19,chapter_all_gpt-4o-mini_individual,Before Elizabeth had time for anything but a blush of surprise.,Elizabeth
19,chapter_all_gpt-4o-mini_individual,"she sat down again, and tried to conceal, by incessant employment, the feelings which were divided between distress and diversion.",Elizabeth
19,chapter_all_gpt-4o-mini_individual,"the idea of Mr. Collins, with all his solemn composure, being run away with by his feelings, made Elizabeth so near laughing that she could not use the short pause he allowed in any attempt to stop him farther.",Elizabeth
19,chapter_all_gpt-4o-mini_individual,"she would have quitted the room, had not Mr. Collins thus addressed her.",Elizabeth
19,chapter_all_gpt-4o-mini_individual,"with some warmth, 'you puzzle me exceedingly.'",Elizabeth
19,chapter_all_gpt-4o-mini_individual,"determined, that if he persisted in considering her repeated refusals as flattering encouragement, to apply to her father.",Elizabeth
19,chapter_all_gpt-4o-mini_individual,having no feelings of diffidence to make it distressing to himself even at the moment.,Mr. Collins
19,chapter_all_gpt-4o-mini_individual,"And gathering her work together, she was hastening away, when Elizabeth called out, 'Dear ma’am, do not go.'",Mrs. Bennet
31,chapter_all_gpt-4o-mini_individual,it was plain that their company was by no means so acceptable as when she could get nobody else,Lady Catherine de Bourgh
31,chapter_all_gpt-4o-mini_individual,"she was, in fact, almost engrossed by her nephews",Lady Catherine de Bourgh
31,chapter_all_gpt-4o-mini_individual,had never been half so well entertained in that room before,Elizabeth
31,chapter_all_gpt-4o-mini_individual,"saw what he was doing, and at the first convenient pause turned to him with an arch smile",Elizabeth
31,chapter_all_gpt-4o-mini_individual,my fingers wait your orders,Elizabeth
31,chapter_all_gpt-4o-mini_individual,"looked at Darcy, to see how cordially he assented to his cousin’s praise",Elizabeth
31,chapter_all_gpt-4o-mini_individual,could not discern any symptom of love,Elizabeth
31,chapter_all_gpt-4o-mini_individual,seemed really glad to see them,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,anything was a welcome relief to him at Rosings,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,"Mrs. Collins’s pretty friend had, moreover, caught his fancy very much",Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,looked a little ashamed of his aunt’s ill-breeding,Mr. Darcy
31,chapter_all_gpt-4o-mini_individual,"smiled and said, 'You are perfectly right. You have employed your time much better'",Mr. Darcy
25,chapter_all_gpt-4o-mini_individual,"she felt a solicitude on the subject which convinced her, on examination, that she did not consider it entirely hopeless.",Elizabeth
25,chapter_all_gpt-4o-mini_individual,"it was possible, and sometimes she thought it probable, that his affection might be re-animated",Elizabeth
25,chapter_all_gpt-4o-mini_individual,"the pain of separation, however, might be alleviated on his side by preparations for the reception of his bride",Mr. Collins
25,chapter_all_gpt-4o-mini_individual,"he had reason to hope, that shortly after his next return into Hertfordshire, the day would be fixed that was to make him the happiest of men.",Mr. Collins
25,chapter_all_gpt-4o-mini_individual,she spoke more on the subject.,Mrs. Gardiner
25,chapter_all_gpt-4o-mini_individual,"rendered suspicious by Elizabeth’s warm commendation of him, narrowly observed them both.",Mrs. Gardiner
25,chapter_all_gpt-4o-mini_individual,"had one means of affording pleasure, unconnected with his general powers.",Wickham
25,chapter_all_gpt-4o-mini_individual,was yet in his power to give her fresher intelligence of her former friends than she had been in the way of procuring.,Wickham
25,chapter_all_gpt-4o-mini_individual,"it makes me very nervous and poorly, to be thwarted so in my own family",Mrs. Bennet
25,chapter_all_gpt-4o-mini_individual,"It is very hard to think that she might have been Mr. Collins’s wife by this time, had not it been for her own perverseness.",Mrs. Bennet
1,chapter_all_gpt-4o-mini_individual,Mr. Bennet made no answer.,Mr. Bennet
1,chapter_all_gpt-4o-mini_individual,"Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character.",Mr. Bennet
1,chapter_all_gpt-4o-mini_individual,"Her mind was less difficult to develope. She was a woman of mean understanding, little information, and uncertain temper.",Mrs. Bennet
1,chapter_all_gpt-4o-mini_individual,"When she was discontented, she fancied herself nervous.",Mrs. Bennet
1,chapter_all_gpt-4o-mini_individual,The business of her life was to get her daughters married: its solace was visiting and news.,Mrs. Bennet
24,chapter_all_gpt-4o-mini_individual,heard it in silent indignation,Elizabeth
24,chapter_all_gpt-4o-mini_individual,Her heart was divided between concern for her sister and resentment against all others,Elizabeth
24,chapter_all_gpt-4o-mini_individual,"she could not think without anger, hardly without contempt, on that easiness of temper, that want of proper resolution, which now made him the slave of his designing friends",Elizabeth
24,chapter_all_gpt-4o-mini_individual,thought he must be sensible himself,Elizabeth
24,chapter_all_gpt-4o-mini_individual,"It was a subject, in short, on which reflection would be long indulged, and must be unavailing",Elizabeth
24,chapter_all_gpt-4o-mini_individual,she could think of nothing else,Elizabeth
24,chapter_all_gpt-4o-mini_individual,her opinion of him must be materially affected by the difference,Elizabeth
24,chapter_all_gpt-4o-mini_individual,"the more I see of the world the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of either merit or sense",Elizabeth
24,chapter_all_gpt-4o-mini_individual,"I only want to think you perfect, and you set yourself against it",Elizabeth
24,chapter_all_gpt-4o-mini_individual,"Hope was over, entirely over",Jane
24,chapter_all_gpt-4o-mini_individual,"found little, except the professed affection of the writer, that could give her any comfort",Jane
24,chapter_all_gpt-4o-mini_individual,"could not help saying, 'O that my dear mother had more command over herself!'",Jane
24,chapter_all_gpt-4o-mini_individual,boasted joyfully of their increasing intimacy,Miss Bingley
24,chapter_all_gpt-4o-mini_individual,wrote also with great pleasure of her brother’s being an inmate of Mr. Darcy’s house,Miss Bingley
24,chapter_all_gpt-4o-mini_individual,continued to wonder and repine at his returning no more,Mrs. Bennet
24,chapter_all_gpt-4o-mini_individual,her daughter endeavoured to convince her of what she did not believe herself,Mrs. Bennet
30,chapter_all_gpt-4o-mini_individual,she was a most active magistrate in her own parish,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,nothing escaped her observation that was passing in the room during these visits,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,seemed almost angry to find that he had already been frequently seen by Miss Lucas and herself,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,Elizabeth was thankful to find that they did not see more of her cousin by the alteration,Elizabeth
30,chapter_all_gpt-4o-mini_individual,"she soon saw that her friend had an excellent reason for what she did, for Mr. Collins would undoubtedly have been much less in his own apartment had they sat in one equally lively",Elizabeth
30,chapter_all_gpt-4o-mini_individual,upon the whole she spent her time comfortably enough,Elizabeth
30,chapter_all_gpt-4o-mini_individual,her favourite walk ... where she felt beyond the reach of Lady Catherine’s curiosity,Elizabeth
30,chapter_all_gpt-4o-mini_individual,"she might be amused in seeing how hopeless Miss Bingley’s designs on him were, by his behaviour to his cousin",Elizabeth
30,chapter_all_gpt-4o-mini_individual,looked just as he had been used to look in Hertfordshire,Mr. Darcy
30,chapter_all_gpt-4o-mini_individual,met her with every appearance of composure,Mr. Darcy
30,chapter_all_gpt-4o-mini_individual,most truly the gentleman,Colonel Fitzwilliam
30,chapter_all_gpt-4o-mini_individual,talked very pleasantly,Colonel Fitzwilliam
30,chapter_all_gpt-4o-mini_individual,devoted his mornings to driving him out in his gig,Mr. Collins
30,chapter_all_gpt-4o-mini_individual,hastened to Rosings to pay his respects,Mr. Collins
30,chapter_all_gpt-4o-mini_individual,"returned, the gentlemen accompanied him",Mr. Collins
30,chapter_all_gpt-4o-mini_individual,was long enough to convince him of his daughter’s being most comfortably settled,Sir William Lucas
30,chapter_all_gpt-4o-mini_individual,thought it necessary to go likewise,Sir William Lucas
30,chapter_all_gpt-4o-mini_individual,had an excellent reason for what she did,Charlotte Lucas
18,chapter_all_gpt-4o-mini_individual,a doubt of his being present had never occurred to her,Elizabeth
18,chapter_all_gpt-4o-mini_individual,prepared in the highest spirits for the conquest of all that remained unsubdued of his heart,Elizabeth
18,chapter_all_gpt-4o-mini_individual,the certainty of meeting him had not been checked by any of those recollections that might not unreasonably have alarmed her,Elizabeth
18,chapter_all_gpt-4o-mini_individual,arose the dreadful suspicion of his being purposely omitted,Elizabeth
18,chapter_all_gpt-4o-mini_individual,every feeling of displeasure against the former was so sharpened by immediate disappointment,Elizabeth
18,chapter_all_gpt-4o-mini_individual,could hardly reply with tolerable civility to the polite inquiries which he directly afterwards approached to make,Elizabeth
18,chapter_all_gpt-4o-mini_individual,She was resolved against any sort of conversation with him,Elizabeth
18,chapter_all_gpt-4o-mini_individual,with a degree of ill-humour which she could not wholly surmount,Elizabeth
18,chapter_all_gpt-4o-mini_individual,was not formed for ill-humour,Elizabeth
18,chapter_all_gpt-4o-mini_individual,it could not dwell long on her spirits,Elizabeth
18,chapter_all_gpt-4o-mini_individual,she was soon able to make a voluntary transition to the oddities of her cousin,Elizabeth
18,chapter_all_gpt-4o-mini_individual,the two first dances... brought a return of distress,Elizabeth
18,chapter_all_gpt-4o-mini_individual,gave her all the shame and misery which a disagreeable partner for a couple of dances can give,Elizabeth
18,chapter_all_gpt-4o-mini_individual,the moment of her release from him was ecstasy,Elizabeth
18,chapter_all_gpt-4o-mini_individual,fret over her own want of presence of mind,Elizabeth
18,chapter_all_gpt-4o-mini_individual,"could not go on, blaming herself for her own weakness",Elizabeth
18,chapter_all_gpt-4o-mini_individual,Heaven forbid! That would be the greatest misfortune of all!,Elizabeth
18,chapter_all_gpt-4o-mini_individual,was amazed at the dignity to which she was arrived,Elizabeth
18,chapter_all_gpt-4o-mini_individual,reading in her neighbours’ looks their equal amazement,Elizabeth
18,chapter_all_gpt-4o-mini_individual,"could not go on, blaming herself for her own weakness",Elizabeth
18,chapter_all_gpt-4o-mini_individual,was surprised at his application for her hand,Elizabeth
18,chapter_all_gpt-4o-mini_individual,was left to fret over her own want of presence of mind,Elizabeth
18,chapter_all_gpt-4o-mini_individual,was then left to the comforts of cold ham and chicken,Elizabeth
18,chapter_all_gpt-4o-mini_individual,"his eyes were directed, with a very serious expression, towards Bingley and Jane",Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,made no answer,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,seemed desirous of changing the subject,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,"a tolerably powerful feeling towards her, which soon procured her pardon",Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,enjoying the scene,Mr. Bennet
18,chapter_all_gpt-4o-mini_individual,"met her with a smile of such sweet complacency, a glow of such happy expression",Jane
18,chapter_all_gpt-4o-mini_individual,was quite ignorant of the circumstances which have principally offended Mr. Darcy,Jane
18,chapter_all_gpt-4o-mini_individual,"with an expression of civil disdain, thus accosted her",Miss Bingley
18,chapter_all_gpt-4o-mini_individual,listened to her with the determined air of following his own inclination,Mr. Collins
18,chapter_all_gpt-4o-mini_individual,had the highest opinion in the world of your excellent judgment in all matters within the scope of your understanding,Mr. Collins
18,chapter_all_gpt-4o-mini_individual,considered the clerical office as equal in point of dignity with the highest rank in the kingdom,Mr. Collins
18,chapter_all_gpt-4o-mini_individual,engaged for taking the earliest opportunity of waiting on her after his return from London,Mr. Bingley
18,chapter_all_gpt-4o-mini_individual,was in agonies,Mary
18,chapter_all_gpt-4o-mini_individual,was somewhat disconcerted,Mary
18,chapter_all_gpt-4o-mini_individual,was most pressingly civil in her hope of seeing the whole family soon at Longbourn,Mrs. Bennet
18,chapter_all_gpt-4o-mini_individual,seemed incapable of fatigue while enumerating the advantages of the match,Mrs. Bennet
18,chapter_all_gpt-4o-mini_individual,was perfectly satisfied,Mrs. Bennet
18,chapter_all_gpt-4o-mini_individual,was inexpressibly vexed to find that her mother was talking to that one person,Mrs. Bennet
26,chapter_all_gpt-4o-mini_individual,"She accounted for it, however, by supposing that her last letter to her friend from Longbourn had by some accident been lost.",Jane
26,chapter_all_gpt-4o-mini_individual,She endeavoured to persuade herself that she did not regret it; but she could no longer be blind to Miss Bingley’s inattention.,Jane
26,chapter_all_gpt-4o-mini_individual,Her letter will prove what she felt.,Jane
26,chapter_all_gpt-4o-mini_individual,I do not at all comprehend her reason for wishing to be intimate with me.,Jane
26,chapter_all_gpt-4o-mini_individual,I did not think Caroline in spirits.,Miss Bingley
26,chapter_all_gpt-4o-mini_individual,"She was at length so far resigned as to think it inevitable, and even repeatedly to say, in an ill-natured tone, that she wished they might be happy.",Mrs. Bennet
26,chapter_all_gpt-4o-mini_individual,Elizabeth could never address her without feeling that all the comfort of intimacy was over.,Mrs. Gardiner
26,chapter_all_gpt-4o-mini_individual,She saw the imprudence of it.,Elizabeth
26,chapter_all_gpt-4o-mini_individual,I should be very sorry to be the means of making any of you unhappy.,Elizabeth
26,chapter_all_gpt-4o-mini_individual,"Though determined not to slacken as a correspondent, it was for the sake of what had been rather than what was.",Elizabeth
26,chapter_all_gpt-4o-mini_individual,She felt that Charlotte expressed herself on every point exactly as she might have foreseen.,Elizabeth
26,chapter_all_gpt-4o-mini_individual,This letter gave Elizabeth some pain.,Elizabeth
26,chapter_all_gpt-4o-mini_individual,Her spirits returned.,Elizabeth
26,chapter_all_gpt-4o-mini_individual,His character sunk on every review of it.,Elizabeth
26,chapter_all_gpt-4o-mini_individual,"My heart had been but slightly touched, and my vanity was satisfied with believing that she would have been his only choice, had fortune permitted it.",Elizabeth
26,chapter_all_gpt-4o-mini_individual,"But my feelings are not only cordial towards him, they are even impartial towards Miss King.",Elizabeth
32,chapter_all_gpt-4o-mini_individual,He seemed astonished too on finding her alone.,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,"He took the hint and soon began with, 'This seems a very comfortable house.'",Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,"As he spoke there was a sort of smile, which Elizabeth fancied she understood; he must be supposing her to be thinking of Jane and Netherfield.",Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,The gentleman experienced some change of feeling; he drew back his chair.,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,"It was plain to them all that Colonel Fitzwilliam came because he had pleasure in their society, a persuasion which of course recommended him still more.",Colonel Fitzwilliam
32,chapter_all_gpt-4o-mini_individual,"But when Elizabeth told of his silence, it did not seem very likely, even to Charlotte’s wishes, to be the case.",Charlotte Lucas
32,chapter_all_gpt-4o-mini_individual,It was more difficult to understand why Mr. Darcy came so often to the Parsonage.,Charlotte Lucas
3,chapter_all_gpt-4o-mini_individual,she remained with no very cordial feelings towards him,Elizabeth
3,chapter_all_gpt-4o-mini_individual,"she had a lively, playful disposition, which delighted in anything ridiculous",Elizabeth
3,chapter_all_gpt-4o-mini_individual,Her report was highly favourable,Lady Lucas
3,chapter_all_gpt-4o-mini_individual,Lady Lucas quieted her fears a little by starting the idea of his being gone to London only to get a large party for the ball,Lady Lucas
3,chapter_all_gpt-4o-mini_individual,he had a good deal of curiosity as to the event of an evening which had raised such splendid expectations,Mr. Bennet
3,chapter_all_gpt-4o-mini_individual,he had rather hoped that all his wife’s views on the stranger would be disappointed,Mr. Bennet
3,chapter_all_gpt-4o-mini_individual,"Jane was as much gratified by this as her mother could be, though in a quieter way",Jane
3,chapter_all_gpt-4o-mini_individual,Elizabeth felt Jane’s pleasure,Jane
3,chapter_all_gpt-4o-mini_individual,"Catherine and Lydia had been fortunate enough to be never without partners, which was all that they had yet learnt to care for at a ball",Kitty
3,chapter_all_gpt-4o-mini_individual,"Mr. Hurst merely looked the gentleman; but his friend Mr. Darcy soon drew the attention of the room by his fine, tall person, handsome features, noble mien",Miss Bingley
3,chapter_all_gpt-4o-mini_individual,"Mr. Bingley was good-looking and gentlemanlike: he had a pleasant countenance, and easy, unaffected manners",Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,he was angry that the ball closed so early,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,such amiable qualities must speak for themselves,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,he danced every dance,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,Mary had heard herself mentioned to Miss Bingley as the most accomplished girl in the neighbourhood,Mary
3,chapter_all_gpt-4o-mini_individual,"Catherine and Lydia had been fortunate enough to be never without partners, which was all that they had yet learnt to care for at a ball",Lydia
3,chapter_all_gpt-4o-mini_individual,his manners gave a disgust which turned the tide of his popularity,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,"he was discovered to be proud, to be above his company, and above being pleased",Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,"he walked here, and he walked there, fancying himself so very great",Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,Mrs. Bennet was quite disconcerted,Mrs. Bennet
3,chapter_all_gpt-4o-mini_individual,she could not imagine what business he could have in town so soon after his arrival in Hertfordshire,Mrs. Bennet
3,chapter_all_gpt-4o-mini_individual,"with much bitterness of spirit, and some exaggeration, the shocking rudeness of Mr. Darcy",Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,she shall meet him at the assemblies,Elizabeth
2,chapter_all_gpt-4o-mini_individual,she perceived her mother's resentment,Elizabeth
2,chapter_all_gpt-4o-mini_individual,"she is a selfish, hypocritical woman",Mrs. Long
2,chapter_all_gpt-4o-mini_individual,he had always intended to visit him,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,he was glad to find that she did not depend on her serving you,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,he was teasing,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,he wished to astonish the ladies,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,she was fretful,Kitty
2,chapter_all_gpt-4o-mini_individual,she wished to say something very sensible but knew not how,Mary
