chapter,method,text,character
56,chapter_all_gpt-4o-mini_individual,looked with unaffected astonishment,Elizabeth
56,chapter_all_gpt-4o-mini_individual,coloured with astonishment and disdain,Elizabeth
56,chapter_all_gpt-4o-mini_individual,stood silently,Elizabeth
56,chapter_all_gpt-4o-mini_individual,"said, after a moment’s deliberation",Elizabeth
56,chapter_all_gpt-4o-mini_individual,made no answer,Elizabeth
56,chapter_all_gpt-4o-mini_individual,walked quietly into it herself,Elizabeth
56,chapter_all_gpt-4o-mini_individual,drove up the lawn,Mr. Bingley
56,chapter_all_gpt-4o-mini_individual,prevailed on Miss Bennet to avoid the confinement of such an intrusion,Mr. Bingley
56,chapter_all_gpt-4o-mini_individual,set off,Mr. Bingley
56,chapter_all_gpt-4o-mini_individual,received her with the utmost politeness,Mrs. Bennet
56,chapter_all_gpt-4o-mini_individual,begged her Ladyship to take some refreshment,Mrs. Bennet
56,chapter_all_gpt-4o-mini_individual,added,Mrs. Bennet
19,chapter_all_gpt-4o-mini_individual,sat down again,Elizabeth
19,chapter_all_gpt-4o-mini_individual,gathering her work together,Elizabeth
19,chapter_all_gpt-4o-mini_individual,rose as she thus spoke,Elizabeth
19,chapter_all_gpt-4o-mini_individual,withdrew,Elizabeth
19,chapter_all_gpt-4o-mini_individual,set about it in a very orderly manner,Mr. Collins
19,chapter_all_gpt-4o-mini_individual,addressed the mother,Mr. Collins
19,chapter_all_gpt-4o-mini_individual,made a formal wave of the hand,Mr. Collins
19,chapter_all_gpt-4o-mini_individual,gathering her work together,Mrs. Bennet
19,chapter_all_gpt-4o-mini_individual,hastening away,Mrs. Bennet
19,chapter_all_gpt-4o-mini_individual,walked off,Mrs. Bennet
31,chapter_all_gpt-4o-mini_individual,received them civilly,Lady Catherine de Bourgh
31,chapter_all_gpt-4o-mini_individual,called out to know what they were talking of,Lady Catherine de Bourgh
31,chapter_all_gpt-4o-mini_individual,approached,Lady Catherine de Bourgh
31,chapter_all_gpt-4o-mini_individual,listened for a few minutes,Lady Catherine de Bourgh
31,chapter_all_gpt-4o-mini_individual,joined the party in Lady Catherine’s drawing-room,Elizabeth
31,chapter_all_gpt-4o-mini_individual,sat down directly to the instrument,Elizabeth
31,chapter_all_gpt-4o-mini_individual,turned to him with an arch smile,Elizabeth
31,chapter_all_gpt-4o-mini_individual,laughed heartily,Elizabeth
31,chapter_all_gpt-4o-mini_individual,looked at Darcy,Elizabeth
31,chapter_all_gpt-4o-mini_individual,received them with all the forbearance of civility,Elizabeth
31,chapter_all_gpt-4o-mini_individual,remained at the instrument till her Ladyship’s carriage was ready,Elizabeth
31,chapter_all_gpt-4o-mini_individual,called at the Parsonage more than once,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,seated himself by her,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,drew a chair near her,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,walked away from her,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,moved with his usual deliberation towards the pianoforte,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,stationed himself so as to command a full view of the fair performer’s countenance,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,reminded Elizabeth of having promised to play to him,Colonel Fitzwilliam
31,chapter_all_gpt-4o-mini_individual,turned his eyes towards them with a look of curiosity,Mr. Darcy
31,chapter_all_gpt-4o-mini_individual,walked away from her,Mr. Darcy
31,chapter_all_gpt-4o-mini_individual,moved with his usual deliberation towards the pianoforte,Mr. Darcy
25,chapter_all_gpt-4o-mini_individual,took leave of his relations at Longbourn,Mr. Collins
25,chapter_all_gpt-4o-mini_individual,wished his fair cousins health and happiness,Mr. Collins
25,chapter_all_gpt-4o-mini_individual,promised their father another letter of thanks,Mr. Collins
25,chapter_all_gpt-4o-mini_individual,distributed her presents,Mrs. Gardiner
25,chapter_all_gpt-4o-mini_individual,described the newest fashions,Mrs. Gardiner
25,chapter_all_gpt-4o-mini_individual,turned the conversation,Mrs. Gardiner
25,chapter_all_gpt-4o-mini_individual,received her brother and his wife,Mrs. Bennet
25,chapter_all_gpt-4o-mini_individual,provided for the entertainment of her brother and sister,Mrs. Bennet
1,chapter_all_gpt-4o-mini_individual,came here,Mrs. Long
1,chapter_all_gpt-4o-mini_individual,determined to go,Lady Lucas
1,chapter_all_gpt-4o-mini_individual,made no answer,Mr. Bennet
1,chapter_all_gpt-4o-mini_individual,took possession,Mr. Bingley
1,chapter_all_gpt-4o-mini_individual,determined to go,Sir William Lucas
1,chapter_all_gpt-4o-mini_individual,agreed with Mr. Morris,Mr. Morris
1,chapter_all_gpt-4o-mini_individual,thought of his marrying one of them,Mrs. Bennet
24,chapter_all_gpt-4o-mini_individual,attend to the rest of the letter,Jane
24,chapter_all_gpt-4o-mini_individual,could not help saying,Jane
24,chapter_all_gpt-4o-mini_individual,added,Jane
24,chapter_all_gpt-4o-mini_individual,threw back the praise,Jane
24,chapter_all_gpt-4o-mini_individual,replied,Jane
24,chapter_all_gpt-4o-mini_individual,wrote,Miss Bingley
24,chapter_all_gpt-4o-mini_individual,boasted,Miss Bingley
24,chapter_all_gpt-4o-mini_individual,continued to wonder and repine,Mrs. Bennet
30,chapter_all_gpt-4o-mini_individual,examined into their employments,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,looked at their work,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,found fault with the arrangement of the furniture,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,detected the housemaid in negligence,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,sallied forth into the village to settle their differences,Lady Catherine de Bourgh
30,chapter_all_gpt-4o-mini_individual,walked along the open grove,Elizabeth
30,chapter_all_gpt-4o-mini_individual,frequently went outside,Elizabeth
30,chapter_all_gpt-4o-mini_individual,paid his compliments to Mrs. Collins,Mr. Darcy
30,chapter_all_gpt-4o-mini_individual,sat for some time without speaking to anybody,Mr. Darcy
30,chapter_all_gpt-4o-mini_individual,inquired of Elizabeth after the health of her family,Mr. Darcy
30,chapter_all_gpt-4o-mini_individual,looked a little confused,Mr. Darcy
30,chapter_all_gpt-4o-mini_individual,led the way,Colonel Fitzwilliam
30,chapter_all_gpt-4o-mini_individual,entered into conversation directly,Colonel Fitzwilliam
30,chapter_all_gpt-4o-mini_individual,devoted his mornings to driving Sir William out in his gig,Mr. Collins
30,chapter_all_gpt-4o-mini_individual,walked to Rosings,Mr. Collins
30,chapter_all_gpt-4o-mini_individual,hastened to Rosings to pay his respects,Mr. Collins
30,chapter_all_gpt-4o-mini_individual,returned home,Mr. Collins
30,chapter_all_gpt-4o-mini_individual,stayed only a week at Hunsford,Sir William Lucas
30,chapter_all_gpt-4o-mini_individual,sat in her own apartment,Charlotte Lucas
30,chapter_all_gpt-4o-mini_individual,ran into the other room,Charlotte Lucas
18,chapter_all_gpt-4o-mini_individual,entered the drawing-room,Elizabeth
18,chapter_all_gpt-4o-mini_individual,looked in vain for Mr. Wickham,Elizabeth
18,chapter_all_gpt-4o-mini_individual,dressed with more than usual care,Elizabeth
18,chapter_all_gpt-4o-mini_individual,turned away,Elizabeth
18,chapter_all_gpt-4o-mini_individual,pointed Mr. Collins out to Charlotte Lucas,Elizabeth
18,chapter_all_gpt-4o-mini_individual,danced next with an officer,Elizabeth
18,chapter_all_gpt-4o-mini_individual,returned to Charlotte Lucas,Elizabeth
18,chapter_all_gpt-4o-mini_individual,made a voluntary transition to converse,Elizabeth
18,chapter_all_gpt-4o-mini_individual,accepted Mr. Darcy's application for her hand,Elizabeth
18,chapter_all_gpt-4o-mini_individual,fret over her own want of presence of mind,Elizabeth
18,chapter_all_gpt-4o-mini_individual,made some slight observation on the dance,Elizabeth
18,chapter_all_gpt-4o-mini_individual,addressed Mr. Darcy a second time,Elizabeth
18,chapter_all_gpt-4o-mini_individual,made slight observations on the dance,Elizabeth
18,chapter_all_gpt-4o-mini_individual,shook her head,Elizabeth
18,chapter_all_gpt-4o-mini_individual,looked at Jane to see how she bore it,Elizabeth
18,chapter_all_gpt-4o-mini_individual,glanced her eye at Mr. Darcy,Elizabeth
18,chapter_all_gpt-4o-mini_individual,watched her progress through the several stanzas,Elizabeth
18,chapter_all_gpt-4o-mini_individual,looked at her father,Elizabeth
18,chapter_all_gpt-4o-mini_individual,glanced her eye at Mr. Darcy again,Elizabeth
18,chapter_all_gpt-4o-mini_individual,began to revive,Elizabeth
18,chapter_all_gpt-4o-mini_individual,yawned at the repetition of delights,Lady Lucas
18,chapter_all_gpt-4o-mini_individual,talked to Mr. Bingley and her family,Lady Lucas
18,chapter_all_gpt-4o-mini_individual,walked away again immediately,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,took Elizabeth by surprise,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,smiled,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,replied with an air of distant civility,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,eyed Mr. Collins with unrestrained wonder,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,made a slight bow,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,moved another way,Mr. Darcy
18,chapter_all_gpt-4o-mini_individual,took the hint,Mr. Bennet
18,chapter_all_gpt-4o-mini_individual,enjoyed the scene,Mr. Bennet
18,chapter_all_gpt-4o-mini_individual,sat in silence,Mr. Bennet
18,chapter_all_gpt-4o-mini_individual,met Elizabeth with a smile,Jane
18,chapter_all_gpt-4o-mini_individual,was talking to Bingley,Jane
18,chapter_all_gpt-4o-mini_individual,came towards Elizabeth,Miss Bingley
18,chapter_all_gpt-4o-mini_individual,turned away with a sneer,Miss Bingley
18,chapter_all_gpt-4o-mini_individual,came up to Elizabeth and told her with great exultation,Mr. Collins
18,chapter_all_gpt-4o-mini_individual,listened to Elizabeth with the determined air,Mr. Collins
18,chapter_all_gpt-4o-mini_individual,left Elizabeth to attack Mr. Darcy,Mr. Collins
18,chapter_all_gpt-4o-mini_individual,was dancing with Jane,Mr. Bingley
18,chapter_all_gpt-4o-mini_individual,expressed gratitude to Mrs. Bennet,Mr. Bingley
18,chapter_all_gpt-4o-mini_individual,engaged to visit the Bennets,Mr. Bingley
18,chapter_all_gpt-4o-mini_individual,told them that Wickham had been obliged to go to town on business,Mr. Denny
18,chapter_all_gpt-4o-mini_individual,prepared to oblige the company with her singing,Mary
18,chapter_all_gpt-4o-mini_individual,began her song,Mary
18,chapter_all_gpt-4o-mini_individual,finished her second song,Mary
18,chapter_all_gpt-4o-mini_individual,appeared close to Mr. Darcy,Sir William Lucas
18,chapter_all_gpt-4o-mini_individual,stopped with a bow,Sir William Lucas
18,chapter_all_gpt-4o-mini_individual,complimented Mr. Darcy on his dancing and partner,Sir William Lucas
18,chapter_all_gpt-4o-mini_individual,eagerly applied to Mr. Denny,Lydia
18,chapter_all_gpt-4o-mini_individual,tried to console Elizabeth,Charlotte Lucas
18,chapter_all_gpt-4o-mini_individual,joined Elizabeth and Mr. Collins,Charlotte Lucas
18,chapter_all_gpt-4o-mini_individual,talked to Lady Lucas about her expectations,Mrs. Bennet
18,chapter_all_gpt-4o-mini_individual,enumerated the advantages of Jane's match,Mrs. Bennet
18,chapter_all_gpt-4o-mini_individual,scolded Elizabeth for being nonsensical,Mrs. Bennet
18,chapter_all_gpt-4o-mini_individual,spoke lower,Mrs. Bennet
26,chapter_all_gpt-4o-mini_individual,gave caution to Elizabeth,Mrs. Gardiner
26,chapter_all_gpt-4o-mini_individual,went on speaking to her,Mrs. Gardiner
26,chapter_all_gpt-4o-mini_individual,accompanied Charlotte out of the room,Elizabeth
26,chapter_all_gpt-4o-mini_individual,shook her head over this letter,Elizabeth
26,chapter_all_gpt-4o-mini_individual,considered Jane would no longer be duped,Elizabeth
26,chapter_all_gpt-4o-mini_individual,rose to take leave,Charlotte Lucas
26,chapter_all_gpt-4o-mini_individual,said she shall depend on hearing from Elizabeth,Charlotte Lucas
26,chapter_all_gpt-4o-mini_individual,added Mr. Collins and Maria are to come to her in March,Charlotte Lucas
32,chapter_all_gpt-4o-mini_individual,entered the room,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,sat down,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,drew his chair a little towards her,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,drew back his chair,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,took a newspaper from the table,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,went away,Mr. Darcy
32,chapter_all_gpt-4o-mini_individual,laughed at his stupidity,Colonel Fitzwilliam
32,chapter_all_gpt-4o-mini_individual,came to the Parsonage,Colonel Fitzwilliam
32,chapter_all_gpt-4o-mini_individual,sat down,Mr. Collins
32,chapter_all_gpt-4o-mini_individual,returned from their walk,Charlotte Lucas
32,chapter_all_gpt-4o-mini_individual,called at various times of the morning,Charlotte Lucas
3,chapter_all_gpt-4o-mini_individual,sat down for two dances,Elizabeth
3,chapter_all_gpt-4o-mini_individual,remained with no very cordial feelings towards Mr. Darcy,Elizabeth
3,chapter_all_gpt-4o-mini_individual,told the story...with great spirit among her friends,Elizabeth
3,chapter_all_gpt-4o-mini_individual,quieted Mrs. Bennet's fears,Lady Lucas
3,chapter_all_gpt-4o-mini_individual,sat about ten minutes with Mr. Bingley in his library,Mr. Bennet
3,chapter_all_gpt-4o-mini_individual,was regardless of time with a book,Mr. Bennet
3,chapter_all_gpt-4o-mini_individual,found that he had a very different story to hear,Mr. Bennet
3,chapter_all_gpt-4o-mini_individual,danced with Mr. Bingley twice,Jane
3,chapter_all_gpt-4o-mini_individual,was distinguished by Mr. Bingley's sisters,Jane
3,chapter_all_gpt-4o-mini_individual,was fortunate enough to be never without partners,Kitty
3,chapter_all_gpt-4o-mini_individual,mentioned Mary to others as the most accomplished girl in the neighbourhood,Miss Bingley
3,chapter_all_gpt-4o-mini_individual,returned Mr. Bennet's visit,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,danced every dance,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,was angry that the ball closed so early,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,talked of giving one at Netherfield,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,made himself acquainted with all the principal people in the room,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,looked the gentleman,Mr. Hurst
3,chapter_all_gpt-4o-mini_individual,heard herself mentioned to Miss Bingley,Mary
3,chapter_all_gpt-4o-mini_individual,was fortunate enough to be never without partners,Lydia
3,chapter_all_gpt-4o-mini_individual,stood near enough for Elizabeth to overhear a conversation,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,walked off,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,spent the rest of the evening in walking about the room,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,danced with Mr. Bingley,Maria Lucas
3,chapter_all_gpt-4o-mini_individual,entered the room,Mrs. Bennet
3,chapter_all_gpt-4o-mini_individual,planned the courses for dinner,Mrs. Bennet
3,chapter_all_gpt-4o-mini_individual,related the shocking rudeness of Mr. Darcy,Mrs. Bennet
3,chapter_all_gpt-4o-mini_individual,was obliged to seek another branch of the subject,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,observing her second daughter employed in trimming a hat,Elizabeth
2,chapter_all_gpt-4o-mini_individual,waited on Mr. Bingley,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,paid the visit,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,addressed Elizabeth,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,left the room,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,coughing,Kitty
2,chapter_all_gpt-4o-mini_individual,scolding one of her daughters,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,declaring what she had expected all the while,Mrs. Bennet
33,chapter_all_gpt-4o-mini_individual,turn back,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,walk with her,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,putting away the letter,Colonel Fitzwilliam
33,chapter_all_gpt-4o-mini_individual,turn,Colonel Fitzwilliam
33,chapter_all_gpt-4o-mini_individual,walked towards the Parsonage together,Colonel Fitzwilliam
27,chapter_all_gpt-4o-mini_individual,looked earnestly in her face,Elizabeth
27,chapter_all_gpt-4o-mini_individual,contrived to sit by her aunt,Elizabeth
27,chapter_all_gpt-4o-mini_individual,cried rapturously,Elizabeth
27,chapter_all_gpt-4o-mini_individual,was at a drawing-room window watching their arrival,Jane
27,chapter_all_gpt-4o-mini_individual,was there to welcome them,Jane
27,chapter_all_gpt-4o-mini_individual,rallied her niece,Mrs. Gardiner
27,chapter_all_gpt-4o-mini_individual,added,Mrs. Gardiner
27,chapter_all_gpt-4o-mini_individual,driven to Mr. Gardiner's door,Sir William Lucas
27,chapter_all_gpt-4o-mini_individual,parted from her,Wickham
23,chapter_all_gpt-4o-mini_individual,sitting,Elizabeth
23,chapter_all_gpt-4o-mini_individual,put herself forward,Elizabeth
23,chapter_all_gpt-4o-mini_individual,mentioning her prior knowledge,Elizabeth
23,chapter_all_gpt-4o-mini_individual,endeavoured to put a stop,Elizabeth
23,chapter_all_gpt-4o-mini_individual,making a variety of remarks,Elizabeth
23,chapter_all_gpt-4o-mini_individual,called at Longbourn,Lady Lucas
23,chapter_all_gpt-4o-mini_individual,addressed their father,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,written with all the solemnity,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,informed them,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,explained his reasons for visiting,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,appeared,Sir William Lucas
23,chapter_all_gpt-4o-mini_individual,unfolded the matter,Sir William Lucas
23,chapter_all_gpt-4o-mini_individual,listened to their impertinence,Sir William Lucas
23,chapter_all_gpt-4o-mini_individual,exclaimed,Lydia
23,chapter_all_gpt-4o-mini_individual,persisted in disbelieving the whole matter,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,complained,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,went on as before,Mrs. Bennet
37,chapter_all_gpt-4o-mini_individual,observed after dinner,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,accounting for it herself,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,added,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,seemed resigned,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,asked many questions,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,wished them a good journey,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,invited them to come to Hunsford again next year,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,recollected that she might have been presented to Lady Catherine as her future niece,Elizabeth
37,chapter_all_gpt-4o-mini_individual,amused herself with questions,Elizabeth
37,chapter_all_gpt-4o-mini_individual,smiled,Elizabeth
37,chapter_all_gpt-4o-mini_individual,thought of her refusal,Elizabeth
37,chapter_all_gpt-4o-mini_individual,frequently united with Jane,Elizabeth
37,chapter_all_gpt-4o-mini_individual,indulged in a solitary walk,Elizabeth
37,chapter_all_gpt-4o-mini_individual,left Rosings,Mr. Darcy
37,chapter_all_gpt-4o-mini_individual,seemed to feel it most acutely,Mr. Darcy
37,chapter_all_gpt-4o-mini_individual,wrote last week to hurry Elizabeth's return,Mr. Bennet
37,chapter_all_gpt-4o-mini_individual,was the subject of concern,Jane
37,chapter_all_gpt-4o-mini_individual,had been deprived of a situation so desirable,Jane
37,chapter_all_gpt-4o-mini_individual,rallied his spirits,Colonel Fitzwilliam
37,chapter_all_gpt-4o-mini_individual,courtesied,Miss de Bourgh
37,chapter_all_gpt-4o-mini_individual,held out her hand,Miss de Bourgh
37,chapter_all_gpt-4o-mini_individual,made parting obeisance,Mr. Collins
37,chapter_all_gpt-4o-mini_individual,hastened to console Lady Catherine,Mr. Collins
37,chapter_all_gpt-4o-mini_individual,brought back a message from her Ladyship,Mr. Collins
37,chapter_all_gpt-4o-mini_individual,gave directions as to the best method of packing,Mr. Collins
37,chapter_all_gpt-4o-mini_individual,could certainly spare Elizabeth for another fortnight,Mrs. Bennet
6,chapter_all_gpt-4o-mini_individual,waited on those of Netherfield,Elizabeth
6,chapter_all_gpt-4o-mini_individual,observing Mr. Bingley’s attention to her sister,Elizabeth
6,chapter_all_gpt-4o-mini_individual,turned to him,Elizabeth
6,chapter_all_gpt-4o-mini_individual,glancing at Mr. Darcy,Elizabeth
6,chapter_all_gpt-4o-mini_individual,looked archly,Elizabeth
6,chapter_all_gpt-4o-mini_individual,turned away,Elizabeth
6,chapter_all_gpt-4o-mini_individual,looked at her without admiration,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,looked at her only to criticise,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,attended to her conversation with others,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,stood near them in silent indignation,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,bowed,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,requested to be allowed the honour of her hand,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,received attention with the greatest pleasure,Jane
6,chapter_all_gpt-4o-mini_individual,joined eagerly in dancing at one end of the room,Kitty
6,chapter_all_gpt-4o-mini_individual,fixed her eyes on his face,Miss Bingley
6,chapter_all_gpt-4o-mini_individual,joined the group,Mr. Bingley
6,chapter_all_gpt-4o-mini_individual,was eagerly succeeded at the instrument,Mary
6,chapter_all_gpt-4o-mini_individual,worked hard for knowledge and accomplishments,Mary
6,chapter_all_gpt-4o-mini_individual,purchased praise and gratitude by Scotch and Irish airs,Mary
6,chapter_all_gpt-4o-mini_individual,smiled,Sir William Lucas
6,chapter_all_gpt-4o-mini_individual,began,Sir William Lucas
6,chapter_all_gpt-4o-mini_individual,paused in hopes of an answer,Sir William Lucas
6,chapter_all_gpt-4o-mini_individual,listened to her conversation,Colonel Forster
6,chapter_all_gpt-4o-mini_individual,defied her friend to mention such a subject to him,Charlotte Lucas
6,chapter_all_gpt-4o-mini_individual,opened the instrument,Charlotte Lucas
7,chapter_all_gpt-4o-mini_individual,determined to go to her,Elizabeth
7,chapter_all_gpt-4o-mini_individual,declared her resolution,Elizabeth
7,chapter_all_gpt-4o-mini_individual,accepted their company,Elizabeth
7,chapter_all_gpt-4o-mini_individual,set off together,Elizabeth
7,chapter_all_gpt-4o-mini_individual,crossing field after field,Elizabeth
7,chapter_all_gpt-4o-mini_individual,jumping over stiles,Elizabeth
7,chapter_all_gpt-4o-mini_individual,springing over puddles,Elizabeth
7,chapter_all_gpt-4o-mini_individual,found herself at last within view of the house,Elizabeth
7,chapter_all_gpt-4o-mini_individual,was shown into the breakfast parlour,Elizabeth
7,chapter_all_gpt-4o-mini_individual,was received very politely,Elizabeth
7,chapter_all_gpt-4o-mini_individual,was glad to be taken to her immediately,Elizabeth
7,chapter_all_gpt-4o-mini_individual,silently attended her,Elizabeth
7,chapter_all_gpt-4o-mini_individual,did not quit her room for a moment,Elizabeth
7,chapter_all_gpt-4o-mini_individual,felt that she must go,Elizabeth
7,chapter_all_gpt-4o-mini_individual,said so,Elizabeth
7,chapter_all_gpt-4o-mini_individual,consented,Elizabeth
7,chapter_all_gpt-4o-mini_individual,observed,Mr. Bennet
7,chapter_all_gpt-4o-mini_individual,expressed,Mr. Bennet
7,chapter_all_gpt-4o-mini_individual,acknowledged,Mr. Bennet
7,chapter_all_gpt-4o-mini_individual,read it aloud,Jane
7,chapter_all_gpt-4o-mini_individual,testified concern at parting with her,Jane
7,chapter_all_gpt-4o-mini_individual,was delighted at her entrance,Jane
7,chapter_all_gpt-4o-mini_individual,showed affection and solicitude for Jane,Miss Bingley
7,chapter_all_gpt-4o-mini_individual,offered her the carriage,Miss Bingley
7,chapter_all_gpt-4o-mini_individual,converted the offer of the chaise into an invitation,Miss Bingley
7,chapter_all_gpt-4o-mini_individual,observed,Mary
7,chapter_all_gpt-4o-mini_individual,cried,Lydia
7,chapter_all_gpt-4o-mini_individual,continued to express her admiration,Lydia
7,chapter_all_gpt-4o-mini_individual,repaired to the lodgings,Lydia
7,chapter_all_gpt-4o-mini_individual,said very little,Mr. Darcy
7,chapter_all_gpt-4o-mini_individual,was prevented replying by the entrance of the footman,Mrs. Bennet
7,chapter_all_gpt-4o-mini_individual,called out eagerly,Mrs. Bennet
7,chapter_all_gpt-4o-mini_individual,attended her to the door,Mrs. Bennet
7,chapter_all_gpt-4o-mini_individual,expressed delight,Mrs. Bennet
36,chapter_all_gpt-4o-mini_individual,sat with them at least an hour,Colonel Fitzwilliam
36,chapter_all_gpt-4o-mini_individual,almost resolved to walk after her till she could be found,Colonel Fitzwilliam
22,chapter_all_gpt-4o-mini_individual,took an opportunity of thanking Charlotte,Elizabeth
22,chapter_all_gpt-4o-mini_individual,calculated how many years longer Mr. Bennet was likely to live,Lady Lucas
22,chapter_all_gpt-4o-mini_individual,said how happy they should be to see Mr. Collins at Longbourn again,Mr. Bennet
22,chapter_all_gpt-4o-mini_individual,walked towards the house,Mr. Collins
22,chapter_all_gpt-4o-mini_individual,entreated Charlotte to name the day,Mr. Collins
22,chapter_all_gpt-4o-mini_individual,gave a promise of secrecy,Mr. Collins
22,chapter_all_gpt-4o-mini_individual,performed the ceremony of leave-taking,Mr. Collins
22,chapter_all_gpt-4o-mini_individual,rated Mr. Collins's abilities much higher than any of the others,Mary
22,chapter_all_gpt-4o-mini_individual,gave his opinion on Mr. Collins's possession of the Longbourn estate,Sir William Lucas
22,chapter_all_gpt-4o-mini_individual,set out to meet Mr. Collins accidentally in the lane,Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,accepted Mr. Collins,Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,charged Mr. Collins to drop no hint of what had passed,Charlotte Lucas
34,chapter_all_gpt-4o-mini_individual,examines all the letters written to her,Elizabeth
34,chapter_all_gpt-4o-mini_individual,notices every sentence conveying the idea of uneasiness,Elizabeth
34,chapter_all_gpt-4o-mini_individual,stares,Elizabeth
34,chapter_all_gpt-4o-mini_individual,colours,Elizabeth
34,chapter_all_gpt-4o-mini_individual,pauses,Elizabeth
34,chapter_all_gpt-4o-mini_individual,pronounces words,Elizabeth
34,chapter_all_gpt-4o-mini_individual,tries to compose herself,Elizabeth
34,chapter_all_gpt-4o-mini_individual,pauses,Elizabeth
34,chapter_all_gpt-4o-mini_individual,sits down,Elizabeth
34,chapter_all_gpt-4o-mini_individual,cries for half an hour,Elizabeth
34,chapter_all_gpt-4o-mini_individual,reflects on what had passed,Elizabeth
34,chapter_all_gpt-4o-mini_individual,hurries away to her room,Elizabeth
34,chapter_all_gpt-4o-mini_individual,calls late in the evening,Colonel Fitzwilliam
34,chapter_all_gpt-4o-mini_individual,walks into the room,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,sits down for a few moments,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,gets up,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,walks about the room,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,leans against the mantel-piece,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,changes colour,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,listens without attempting to interrupt,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,walks with quick steps across the room,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,stops in his walk,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,turns towards her,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,leaves the room,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,opens the front door,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,quits the house,Mr. Darcy
