chapter,method,text,character
9,span-based,never came near Lowood now,Mr. Brocklehurst
18,span-based,summoned the servants,Mrs. Lynn
18,span-based,exclaimed,Mrs. Lynn
18,span-based,was summoned,Mrs. Fairfax
18,span-based,ransacked wardrobes,Mrs. Fairfax
18,span-based,brought down contents,Mrs. Fairfax
18,span-based,called for the gipsy,Frederick Lynn
18,span-based,declared it would be fun,Frederick Lynn
18,span-based,ran up and down stairs,Louisa Eshton
18,span-based,played and sang,Louisa Eshton
18,span-based,tittered,Louisa Eshton
18,span-based,declared admiration for the stranger,Louisa Eshton
18,span-based,sat near the fire,Mr. Mason
18,span-based,asked for more coal,Mr. Mason
18,span-based,discussed politics,Mr. Eshton
18,span-based,made comments,Mr. Eshton
18,span-based,voted in favor of the gipsy,Mr. Eshton
18,span-based,summoned others to the other side of the room,Henry Lynn
18,span-based,laughed,Henry Lynn
18,span-based,expressed curiosity about the gipsy,Henry Lynn
18,span-based,was seen wrapped in a sheet,Sir George Lynn
18,span-based,sat near the table,Sir George Lynn
18,span-based,negatived the suggestion for Jane to join,Lady Ingram
18,span-based,approached the window,Lady Ingram
18,span-based,cast an angry glance,Lady Ingram
18,span-based,commanded actions,Lady Ingram
18,span-based,swept past her mother,Lady Ingram
18,span-based,called out during the charade,Colonel Dent
18,span-based,consulted with other gentlemen,Colonel Dent
18,span-based,rejected sending the gipsy away,Colonel Dent
18,span-based,summoned the ladies,Mr. Rochester
18,span-based,selected participants,Mr. Rochester
18,span-based,withdrew behind the curtain,Mr. Rochester
18,span-based,bowed,Mr. Rochester
18,span-based,shook her head,Jane
18,span-based,returned quietly to her seat,Jane
18,span-based,watched without interaction,Jane
18,span-based,draped in a cloak,Amy Eshton
18,span-based,held a book,Amy Eshton
18,span-based,summoned others to a discussion,Mr. Henry Lynn
30,span-based,took his hat,St. John Rivers
30,span-based,went out on his mission of love or duty,St. John Rivers
30,span-based,sat at the window,St. John Rivers
30,span-based,rest his chin on his hand,St. John Rivers
30,span-based,looked at Jane,St. John Rivers
30,span-based,rose and walked through the room,St. John Rivers
30,span-based,shook his head,St. John Rivers
30,span-based,folded the letter,St. John Rivers
30,span-based,locked it in his desk,St. John Rivers
30,span-based,went out,St. John Rivers
30,span-based,paid for the education and clothing of an orphan from the workhouse,Miss Oliver
30,span-based,aided the mistress in menial offices,Miss Oliver
30,span-based,sat and watched Jane by the hour,Mary
30,span-based,took lessons,Mary
30,span-based,intimated that this would be a different parting,Diana Rivers
30,span-based,riveted a searching gaze on her brother’s face,Diana Rivers
30,span-based,glanced over the letter,Diana Rivers
30,span-based,handed it to Mary,Diana Rivers
30,span-based,turned to Jane,Diana Rivers
30,span-based,could sit up all day,Jane
30,span-based,walked out sometimes,Jane
30,span-based,joined with Diana and Mary in all their occupations,Jane
30,span-based,aided them when and where they would allow,Jane
30,span-based,approached the window-recess,Jane
24,span-based,looking out of the window,Mrs. Fairfax
24,span-based,putting up her spectacles,Mrs. Fairfax
24,span-based,shutting the Bible,Mrs. Fairfax
24,span-based,pushing her chair back from the table,Mrs. Fairfax
24,span-based,standing,Mr. Rochester
24,span-based,advancing,Mr. Rochester
24,span-based,embracing,Mr. Rochester
24,span-based,kissing,Mr. Rochester
24,span-based,lifting,Mr. Rochester
24,span-based,stroking,Mr. Rochester
24,span-based,helping into the carriage,Mr. Rochester
24,span-based,lifting out Adèle,Mr. Rochester
24,span-based,smiling,Mr. Rochester
24,span-based,putting the diamond chain round Jane's neck,Mr. Rochester
24,span-based,attaching Jane to a chain like this,Mr. Rochester
24,span-based,rising,Jane
24,span-based,dressing,Jane
24,span-based,arranging hair,Jane
24,span-based,looking at face in the glass,Jane
24,span-based,taking a dress from the drawer,Jane
24,span-based,putting it on,Jane
24,span-based,running down,Jane
24,span-based,giving money,Jane
24,span-based,hastening upstairs,Jane
24,span-based,going into the apartment,Jane
24,span-based,advancing,Jane
24,span-based,blushing,Jane
24,span-based,turning her lips to the hand,Jane
24,span-based,putting on her bonnet,Jane
24,span-based,hurrying down,Jane
24,span-based,getting dressed,Jane
24,span-based,going to her room,Jane
24,span-based,slipping out by the side-door,Jane
32,span-based,stood on the hearth,St. John Rivers
32,span-based,laid the picture down,St. John Rivers
32,span-based,rose,St. John Rivers
32,span-based,laid the picture on the table before him,St. John Rivers
32,span-based,halted to examine the drawing,St. John Rivers
32,span-based,stooped to examine my drawing,St. John Rivers
32,span-based,held the picture firmly,St. John Rivers
32,span-based,replaced the watch,St. John Rivers
32,span-based,accompanied her next evening,Mr. Oliver
32,span-based,entered into conversation with me after tea,Mr. Oliver
26,span-based,stood in the hall,Mrs. Fairfax
26,span-based,advanced up the chancel,Mr. Mason
26,span-based,leaned on the rails,Mr. Mason
26,span-based,drew near,Mr. Mason
26,span-based,looked over the solicitor's shoulder,Mr. Mason
26,span-based,spoke,Mr. Mason
26,span-based,drew near,Richard Mason
26,span-based,stepped forward,Richard Mason
26,span-based,took a paper from his pocket,Mr. Briggs
26,span-based,read out in a sort of official voice,Mr. Briggs
26,span-based,leaned on the rails,Mr. Briggs
26,span-based,took Jane into the dining-room,Mr. Rochester
26,span-based,surveyed Jane keenly,Mr. Rochester
26,span-based,rang the bell,Mr. Rochester
26,span-based,addressed the footman,Mr. Rochester
26,span-based,ascended the stairs,Mr. Rochester
26,span-based,held Jane's hand,Mr. Rochester
26,span-based,walked gently with Jane,Mr. Rochester
26,span-based,turned and glared at Mason,Mr. Rochester
26,span-based,asked Mason a question,Mr. Rochester
26,span-based,lifted his strong arm,Mr. Rochester
26,span-based,"stirred, lifted his strong arm",Mr. Rochester
26,span-based,flung Jane behind him,Mr. Rochester
26,span-based,struggled with the lunatic,Mr. Rochester
26,span-based,mastered the lunatic's arms,Mr. Rochester
26,span-based,pinioned the lunatic's arms,Mr. Rochester
26,span-based,bound the lunatic to a chair,Mr. Rochester
26,span-based,turned to the spectators,Mr. Rochester
26,span-based,looked at the spectators with a smile,Mr. Rochester
26,span-based,stood mute,Mr. Wood
26,span-based,came a step further forward,Mr. Wood
26,span-based,rose,Jane
26,span-based,hastened down,Jane
26,span-based,took off the wedding dress,Jane
26,span-based,replaced it by the stuff gown,Jane
26,span-based,sat down,Jane
26,span-based,leaned my arms on a table,Jane
26,span-based,dropped my head on my arms,Jane
26,span-based,bent over the fire,Grace Poole
26,span-based,lifted the boiling mess carefully on to the hob,Grace Poole
27,span-based,rose up suddenly,Jane
27,span-based,undrew the bolt,Jane
27,span-based,fell,Jane
27,span-based,looked up,Jane
27,span-based,tasted the wine,Jane
27,span-based,ate something,Jane
27,span-based,sat in his chair,Jane
27,span-based,obeyed him,Jane
27,span-based,took hold of his clenched hand,Jane
27,span-based,loosened the contorted fingers,Jane
27,span-based,cried heartily,Jane
27,span-based,dashed away some tears,Jane
27,span-based,shook,Jane
27,span-based,laid my hand on the back of a chair for support,Jane
27,span-based,caught it back,Jane
27,span-based,wound my way downstairs,Jane
27,span-based,sought the key of the side-door in the kitchen,Jane
27,span-based,sought a phial of oil and a feather,Jane
27,span-based,oiled the key and the lock,Jane
27,span-based,got some water,Jane
27,span-based,got some bread,Jane
27,span-based,opened the door,Jane
27,span-based,passed out,Jane
27,span-based,shut it softly,Jane
27,span-based,departed,Jane
27,span-based,tied on my straw bonnet,Jane
27,span-based,pinned my shawl,Jane
27,span-based,took the parcel and my slippers,Jane
27,span-based,glided past her door,Jane
27,span-based,glanced towards the nursery,Jane
27,span-based,moved towards the lock,Jane
27,span-based,pressed my face to the wet turf,Jane
27,span-based,crawled forwards on my hands and knees,Jane
27,span-based,raised to my feet,Jane
27,span-based,sat to rest under the hedge,Jane
27,span-based,stood up and lifted my hand,Jane
27,span-based,entered,Jane
27,span-based,was shut in,Jane
27,span-based,sat in a chair across my chamber threshold,Mr. Rochester
27,span-based,heaved a sort of shuddering sigh,Mr. Rochester
27,span-based,carried me downstairs,Mr. Rochester
27,span-based,put wine to my lips,Mr. Rochester
27,span-based,stood before me,Mr. Rochester
27,span-based,looked at me attentively,Mr. Rochester
27,span-based,turned away,Mr. Rochester
27,span-based,walked fast through the room,Mr. Rochester
27,span-based,came back,Mr. Rochester
27,span-based,stooped towards me as if to kiss me,Mr. Rochester
27,span-based,released me from his clutch,Mr. Rochester
27,span-based,crossed the floor and seized my arm,Mr. Rochester
27,span-based,grasped my waist,Mr. Rochester
27,span-based,ground his teeth,Mr. Rochester
27,span-based,sprang erect,Mr. Rochester
27,span-based,held his arms out,Mr. Rochester
33,span-based,lifting the latch,St. John Rivers
33,span-based,removing his cloak,St. John Rivers
33,span-based,hanging it up against the door,St. John Rivers
33,span-based,pushed the mat,St. John Rivers
33,span-based,stamped the snow from his boots,St. John Rivers
33,span-based,approached the fire,St. John Rivers
33,span-based,warmed his hands over the flame,St. John Rivers
33,span-based,sat down,St. John Rivers
33,span-based,put aside his snow-wet hair,St. John Rivers
33,span-based,let the firelight shine free on his pale brow and cheek,St. John Rivers
33,span-based,moved his finger over his upper lip,St. John Rivers
33,span-based,turned to me,St. John Rivers
33,span-based,uncrossed his legs,St. John Rivers
33,span-based,sat erect,St. John Rivers
33,span-based,got up,St. John Rivers
33,span-based,held it close to my eyes,St. John Rivers
33,span-based,rose now and put his cloak on,St. John Rivers
33,span-based,lifting the latch,St. John Rivers
33,span-based,"stood before me, hat in hand",St. John Rivers
33,span-based,bowed,St. John Rivers
33,span-based,both coincided in my opinion,St. John Rivers
33,span-based,closed my shutter,Jane
33,span-based,laid a mat to the door,Jane
33,span-based,trimmed my fire,Jane
33,span-based,lit a candle,Jane
33,span-based,took down 'Marmion',Jane
33,span-based,snuffed the candle,Jane
33,span-based,resumed the perusal of 'Marmion',Jane
33,span-based,walked fast through the room,Jane
33,span-based,stopped,Jane
33,span-based,clapped my hands in sudden joy,Jane
33,span-based,shook off his hand,Jane
33,span-based,walked about again,Jane
33,span-based,set my back against the door,Jane
33,span-based,surveyed him,Jane
37,span-based,opened the door for me,Mary
37,span-based,started as if she had seen a ghost,Mary
37,span-based,took my hand,Mary
37,span-based,filled a glass with water,Mary
37,span-based,"placed it on a tray, together with candles",Mary
37,span-based,opened the door for me,Mary
37,span-based,shut it behind me,Mary
37,span-based,stretched forth his hand as if to feel whether it rained,Mr. Rochester
37,span-based,descended the one step,Mr. Rochester
37,span-based,advanced slowly and gropingly towards the grass-plat,Mr. Rochester
37,span-based,lifted his hand and opened his eyelids,Mr. Rochester
37,span-based,"gazed blank, and with a straining effort, on the sky, and toward the amphitheatre of trees",Mr. Rochester
37,span-based,stretched his right hand,Mr. Rochester
37,span-based,relinquished the endeavour,Mr. Rochester
37,span-based,folded his arms,Mr. Rochester
37,span-based,stood quiet and mute in the rain,Mr. Rochester
37,span-based,turned mechanically to see what the commotion was,Mr. Rochester
37,span-based,checked the water on its way to his lips,Mr. Rochester
37,span-based,put out his hand with a quick gesture,Mr. Rochester
37,span-based,groped,Mr. Rochester
37,span-based,arrested his wandering hand,Mr. Rochester
37,span-based,prisoned it in both mine,Mr. Rochester
37,span-based,"seized my arm, my shoulder—neck—waist",Mr. Rochester
37,span-based,gathered me to him,Mr. Rochester
37,span-based,clasped me in his arms,Mr. Rochester
37,span-based,touched my fingers,Mr. Rochester
37,span-based,broke from my custody,Mr. Rochester
37,span-based,held me,Mr. Rochester
37,span-based,calmed her,Jane
37,span-based,questioned Mary,Jane
37,span-based,inquired what he had said,Jane
37,span-based,took the tray from her hand,Jane
37,span-based,approached him with the now only half-filled glass,Jane
37,span-based,petted Pilot,Jane
37,span-based,gazed at him,Jane
37,span-based,pressed my lips to his once brilliant and now rayless eyes,Jane
37,span-based,swept his hair from his brow,Jane
37,span-based,touched his eyebrows,Jane
37,span-based,parted his thick and long uncut locks,Jane
37,span-based,summoned Mary,Jane
37,span-based,had the room in more cheerful order,Jane
37,span-based,prepared him a comfortable repast,Jane
37,span-based,busied myself with preparing breakfast,Jane
37,span-based,led him out of the wet and wild wood,Jane
37,span-based,sought a seat for him in a hidden and lovely spot,Jane
37,span-based,clung instinctively closer to my blind but beloved master,Jane
37,span-based,began the narrative of my experience,Jane
37,span-based,softened considerably what related to the three days of wandering and starvation,Jane
37,span-based,"caressed, in order to soothe him",Jane
37,span-based,dashed off the salt drops,Jane
37,span-based,pulled the hair out of his head,Jane
23,span-based,lifting the gooseberry-tree branches to look at the fruit,Mr. Rochester
23,span-based,taking a ripe cherry from the wall,Mr. Rochester
23,span-based,stooping towards a knot of flowers,Mr. Rochester
23,span-based,bending to examine a moth,Mr. Rochester
23,span-based,standing among the beds,Mr. Rochester
23,span-based,reached me,Mr. Rochester
23,span-based,rose,Mr. Rochester
23,span-based,drew me to him,Mr. Rochester
23,span-based,laid his cheek on mine,Mr. Rochester
23,span-based,sat quiet,Mr. Rochester
23,span-based,reached me,Mr. Rochester
23,span-based,said,Mr. Rochester
23,span-based,took off my shawl,Mr. Rochester
23,span-based,shaking the water out of my loosened hair,Mr. Rochester
23,span-based,kissed me repeatedly,Mr. Rochester
23,span-based,hurried me up the walk,Mr. Rochester
23,span-based,led me into the house,Mr. Rochester
22,span-based,"sitting there, a book and a pencil in his hand",Mr. Rochester
22,span-based,writing,Mr. Rochester
22,span-based,putting up his book and his pencil,Mr. Rochester
22,span-based,making room for me to cross the stile,Mr. Rochester
22,span-based,entreating me to stay,Georgiana Reed
22,span-based,idling,Georgiana Reed
22,span-based,filling trunks,Georgiana Reed
22,span-based,emptying drawers,Georgiana Reed
22,span-based,burning papers,Georgiana Reed
22,span-based,requesting me to stay another week,Eliza Reed
22,span-based,locking her door,Eliza Reed
22,span-based,departing for some unknown bourne,Eliza Reed
36,span-based,asked if I was sure I was well enough to travel,Diana Rivers
36,span-based,observed I looked very pale,Diana Rivers
36,span-based,was sent away to her friends at a distance,Mrs. Fairfax
36,span-based,received an annuity for life,Mrs. Fairfax
36,span-based,asked if I was sure I was well enough to travel,Mary
36,span-based,observed I looked very pale,Mary
36,span-based,ascended through the sky-light onto the roof,Mr. Rochester
36,span-based,called 'Bertha!',Mr. Rochester
36,span-based,approached her,Mr. Rochester
36,span-based,rose at dawn,Jane
36,span-based,busied myself with arranging my things in my chamber,Jane
36,span-based,took up a slip of paper,Jane
36,span-based,filled the interval in walking softly about my room,Jane
36,span-based,looked through the window,Jane
36,span-based,left Moor House at three o’clock P.M.,Jane
36,span-based,stood at the foot of the sign-post of Whitcross,Jane
36,span-based,got out of the coach,Jane
36,span-based,gave a box into the ostler’s charge,Jane
36,span-based,paid my fare,Jane
36,span-based,satisfied the coachman,Jane
36,span-based,walked fast,Jane
36,span-based,ran,Jane
36,span-based,looked forward,Jane
36,span-based,welcomed single trees,Jane
36,span-based,crossed a lane,Jane
36,span-based,made my way to the courtyard walls,Jane
36,span-based,wandered round the shattered walls,Jane
36,span-based,gathered evidence,Jane
36,span-based,returned to the inn,Jane
36,span-based,requested him to shut the door and sit down,Jane
36,span-based,managed to say,Jane
36,span-based,asked how it originated,Jane
36,span-based,summoned strength to ask what had caused this calamity,Jane
36,span-based,exclaimed,Jane
36,span-based,demanded,Jane
36,span-based,urged,Jane
36,span-based,was on the roof,Bertha Mason
36,span-based,gave a spring,Bertha Mason
36,span-based,quit his room,St. John Rivers
36,span-based,passed a slip of paper under the door,St. John Rivers
20,span-based,stamped on the flooring,Mr. Mason
20,span-based,unclosed his eyes,Mr. Mason
20,span-based,groaned,Mr. Mason
20,span-based,sat in an easy-chair,Mr. Mason
20,span-based,looked as if he dared not move,Mr. Mason
20,span-based,seemed to walk with tolerable ease,Mr. Mason
20,span-based,cried,Colonel Dent
20,span-based,stamped,Colonel Dent
20,span-based,advanced with a candle,Mr. Rochester
20,span-based,descended from the upper storey,Mr. Rochester
20,span-based,held a key in his hand,Mr. Rochester
20,span-based,opened the door,Mr. Rochester
20,span-based,putting down his candle,Mr. Rochester
20,span-based,fetched a basin of water,Mr. Rochester
20,span-based,opened the shirt of the wounded man,Mr. Rochester
20,span-based,sponged away blood,Mr. Rochester
20,span-based,draw back the thick curtain,Mr. Rochester
20,span-based,drew up the holland blind,Mr. Rochester
20,span-based,let in all the daylight,Mr. Rochester
20,span-based,took Mason's arm,Mr. Rochester
20,span-based,took a clean shirt and neck-handkerchief,Mr. Rochester
20,span-based,ran down to Mr. Mason's room,Mr. Rochester
20,span-based,opened the middle drawer,Mr. Rochester
20,span-based,measured twelve drops,Mr. Rochester
20,span-based,presented it to Mason,Mr. Rochester
20,span-based,took the liberty of administering a dose,Mr. Rochester
20,span-based,opened my eyes,Jane
20,span-based,half rose,Jane
20,span-based,stretched my arm,Jane
20,span-based,put on some clothes,Jane
20,span-based,issued from my apartment,Jane
20,span-based,retreated unnoticed,Jane
20,span-based,dressed herself carefully,Jane
20,span-based,sat by the window,Jane
20,span-based,left the window,Jane
20,span-based,moved across the carpet,Jane
20,span-based,stooped to take off my shoes,Jane
20,span-based,obeyed,Jane
20,span-based,followed and stood at his side,Jane
20,span-based,returned,Jane
20,span-based,sought the sponge on the washstand,Jane
20,span-based,retraced my steps,Jane
20,span-based,held the candle,Jane
20,span-based,took the sponge,Jane
20,span-based,moistened the corpse-like face,Jane
20,span-based,applied it to the nostrils,Jane
20,span-based,proceeded to use it,Jane
20,span-based,held the water to Mason's white lips,Jane
20,span-based,offered him the stimulating salts,Jane
20,span-based,found the articles named,Jane
20,span-based,bore an immense mantle,Jane
20,span-based,ran again,Jane
20,span-based,brought the desired vessels,Jane
20,span-based,returned with them,Jane
20,span-based,ran down to Mr. Mason's room,Jane
20,span-based,opened the middle drawer,Jane
20,span-based,looked carefully round and listened,Jane
20,span-based,tapped low at the door,Grace Poole
20,span-based,snarled,Grace Poole
20,span-based,made some sort of arrangement without speaking,Grace Poole
20,span-based,laughed,Grace Poole
34,span-based,came up,St. John Rivers
34,span-based,locked the door,St. John Rivers
34,span-based,took the key,St. John Rivers
34,span-based,put on his cloak,St. John Rivers
34,span-based,departed,St. John Rivers
34,span-based,arrived first,St. John Rivers
34,span-based,made the tour of the house,St. John Rivers
34,span-based,looked in at the doors,St. John Rivers
34,span-based,withdrew to his accustomed window recess,St. John Rivers
34,span-based,began to read,St. John Rivers
34,span-based,stood near me,St. John Rivers
34,span-based,looked up the pass,St. John Rivers
34,span-based,wandered away with the stream,St. John Rivers
34,span-based,removed his hat,St. John Rivers
34,span-based,let the breeze stir his hair,St. John Rivers
34,span-based,sat down,St. John Rivers
34,span-based,strode a little distance up the pass,St. John Rivers
34,span-based,threw himself down on a swell of heath,St. John Rivers
34,span-based,stood at the foot of the stairs,St. John Rivers
34,span-based,lit a lantern,Hannah
34,span-based,had a lantern lit,Hannah
34,span-based,brought in the boxes,Hannah
34,span-based,came up,Mr. Rivers
34,span-based,locked the door,Mr. Rivers
34,span-based,took the key,Mr. Rivers
34,span-based,threw her arms round his neck,Diana Rivers
34,span-based,gave hospitable orders respecting the driver,Diana Rivers
34,span-based,followed me,Diana Rivers
34,span-based,stood round him,Diana Rivers
34,span-based,closed Morton school,Jane
34,span-based,promised them that never a week should pass in future that I did not visit them,Jane
34,span-based,clean down Moor House from chamber to cellar,Jane
34,span-based,"rub it up with bees-wax, oil, and an indefinite number of cloths",Jane
34,span-based,"arrange every chair, table, bed, carpet, with mathematical precision",Jane
34,span-based,go near to ruin you in coals and peat,Jane
34,span-based,"devoted by Hannah and me to such a beating of eggs, sorting of currants",Jane
34,span-based,decided to have everything in order against their arrival,Jane
34,span-based,took a journey to S—— to purchase some new furniture,Jane
34,span-based,laid canvas on the passage,Jane
34,span-based,carpets on the stairs,Jane
34,span-based,"clean, and cook",Jane
34,span-based,ran out,Jane
34,span-based,went down to take it,Jane
34,span-based,succeeded in completing it,Jane
34,span-based,put away my books and his,Jane
34,span-based,locked his desk,Jane
34,span-based,took the road towards the head of Marsh Glen,Jane
34,span-based,sat reading Schiller,Jane
34,span-based,rose up,Jane
34,span-based,stood before him,Jane
35,span-based,walked in the garden,St. John Rivers
35,span-based,turned to Jane,St. John Rivers
35,span-based,faced Jane,St. John Rivers
35,span-based,opened the gate,St. John Rivers
35,span-based,passed through it,St. John Rivers
35,span-based,stayed composed,St. John Rivers
35,span-based,selected the twenty-first chapter of Revelation,St. John Rivers
35,span-based,sat in the midst of his household circle,St. John Rivers
35,span-based,bent over the great old Bible,St. John Rivers
35,span-based,laid his hand on Jane's head,St. John Rivers
35,span-based,pressed his hand firmer on Jane's head,St. John Rivers
35,span-based,surrounded Jane with his arm,St. John Rivers
35,span-based,kissed St. John,Mary Rivers
35,span-based,left the room,Mary Rivers
35,span-based,stood at the window,Diana Rivers
35,span-based,put her hand on Jane's shoulder,Diana Rivers
35,span-based,stooped and examined Jane's face,Diana Rivers
35,span-based,clapped her hands,Diana Rivers
35,span-based,called for Jane,Mr. Rochester
35,span-based,cried Jane's name,Mr. Rochester
35,span-based,went out and approached St. John,Jane
35,span-based,spoke to the point at once,Jane
35,span-based,made any attempt to propitiate him,Jane
35,span-based,felt her fast falling tears blister the page,Jane
35,span-based,grabbed St. John's hand,Jane
35,span-based,interrupted him,Jane
35,span-based,put her cool hand to her hot forehead,Jane
35,span-based,hastened upstairs,Jane
35,span-based,tendered her hand,Jane
35,span-based,fell on her knees,Jane
35,span-based,took a resolve,Jane
35,span-based,lay down,Jane
21,span-based,made signs to my wife and mumbling,Mrs. Reed
21,span-based,looked at me,Mrs. Reed
21,span-based,turned her face rather from me,Mrs. Reed
21,span-based,remarked that the night was warm,Mrs. Reed
21,span-based,took her hand away,Mrs. Reed
21,span-based,drew the bedclothes round her,Mrs. Reed
21,span-based,expressed agitation and asked for water,Mrs. Reed
21,span-based,"sat on the hearth, nursing her last-born",Bessie
21,span-based,bustling about—setting out the tea-tray with her best china,Bessie
21,span-based,cutting bread and butter,Bessie
21,span-based,toasting a tea-cake,Bessie
21,span-based,placed before me a little round stand with my cup and a plate of toast,Bessie
21,span-based,served tea to me,Bessie
21,span-based,entered the lodge,Robert L
21,span-based,laid his sleeping child in the cradle,Robert L
21,span-based,welcomed Bessie,Robert L
21,span-based,told me about the family situation,Robert L
21,span-based,rested his back against the schoolroom door,Mr. Rochester
21,span-based,threw down his cue and followed me from the room,Mr. Rochester
21,span-based,poured the hoard into his palm,Mr. Rochester
21,span-based,produced his pocket-book,Mr. Rochester
21,span-based,offered me a note,Mr. Rochester
21,span-based,scowled at first,Mr. Rochester
21,span-based,"said, 'Right, right!'",Mr. Rochester
21,span-based,went in search of Mr. Rochester,Jane
21,span-based,hastened to the billiard-room,Jane
21,span-based,drew out my purse,Jane
21,span-based,declined accepting more than was my due,Jane
21,span-based,put my hands and my purse behind me,Jane
21,span-based,put my cheek to her lips,Jane
21,span-based,raised her and supported her on my arm while she drank,Jane
21,span-based,covered her ice-cold and clammy hand with mine,Jane
21,span-based,opened the door,Jane
21,span-based,rose to welcome me,Georgiana Reed
21,span-based,fixed her eyes on the fire,Georgiana Reed
21,span-based,added to her greeting several commonplaces,Georgiana Reed
21,span-based,almost started,Georgiana Reed
21,span-based,opened her blue eyes wild and wide,Georgiana Reed
21,span-based,laid on the sofa,Georgiana Reed
