chapter,method,turn_id,text,speaker,character
17,span-based,68,You should have sent her to school.,,Mr. Rochester
17,span-based,70,"Why, I suppose you have a governess for her: I saw a person with her just now—is she gone?",Blanche Ingram,Mr. Rochester
17,span-based,70,"You pay her, of course; I should think it quite as expensive,—more so; for you have them both to keep in addition.",Blanche Ingram,Mr. Rochester
17,span-based,72,"No, you men never do consider economy and common sense.",Blanche Ingram,Mr. Rochester
17,span-based,72,"You should hear mama on the chapter of governesses: Mary and I have had, I should think, a dozen at least in our day; half of them detestable and the rest ridiculous, and all incubi—were they not, mama?",Blanche Ingram,Dowager Lady Ingram
17,span-based,72,"You should hear mama on the chapter of governesses: Mary and I have had, I should think, a dozen at least in our day; half of them detestable and the rest ridiculous, and all incubi—were they not, mama?",Blanche Ingram,Mary Ingram
17,span-based,72,"You should hear mama on the chapter of governesses: Mary and I have had, I should think, a dozen at least in our day; half of them detestable and the rest ridiculous, and all incubi—were they not, mama?",Blanche Ingram,Mary
17,span-based,73,"Did you speak, my own?",,Lady Ingram
17,span-based,74,"My dearest, don’t mention governesses; the word makes me nervous.",Lady Ingram,Jane
17,span-based,76,I hope it may do her good!,Lady Ingram,Jane
17,span-based,77,"I noticed her; I am a judge of physiognomy, and in hers I see all the faults of her class.",Lady Ingram,Jane
17,span-based,78,"What are they, madam?",Mr. Rochester,Amy Eshton
17,span-based,79,"I will tell you in your private ear,",Dowager Lady Ingram,Mr. Rochester
17,span-based,81,Ask Blanche; she is nearer you than I.,Mr. Rochester,Blanche Ingram
17,span-based,82,"Oh, don’t refer him to me, mama!",Blanche Ingram,Mr. Rochester
17,span-based,82,"Oh, don’t refer him to me, mama!",Blanche Ingram,Mrs. Eshton
17,span-based,82,"What tricks Theodore and I used to play on our Miss Wilsons, and Mrs. Greys, and Madame Jouberts!",Blanche Ingram,Henry Lynn
17,span-based,82,"What tricks Theodore and I used to play on our Miss Wilsons, and Mrs. Greys, and Madame Jouberts!",Blanche Ingram,Mary
17,span-based,82,"What tricks Theodore and I used to play on our Miss Wilsons, and Mrs. Greys, and Madame Jouberts!",Blanche Ingram,Mrs. Fairfax
17,span-based,82,"What tricks Theodore and I used to play on our Miss Wilsons, and Mrs. Greys, and Madame Jouberts!",Blanche Ingram,Mary Ingram
17,span-based,82,Mary was always too sleepy to join in a plot with spirit.,Blanche Ingram,Mary
17,span-based,82,"Theodore, do you remember those merry days?",Blanche Ingram,Henry Lynn
17,span-based,84,"and the poor old stick used to cry out, ‘Oh you villains childs!’—and then we sermonised her on the presumption of attempting to teach such clever blades as we were, when she was herself so ignorant.",Blanche Ingram,Lord Ingram
17,span-based,85,"Dear mama, there, as soon as she got an inkling of the business, found out that it was of an immoral tendency.",Lord Ingram,Dowager Lady Ingram
17,span-based,85,"Did you not, my lady-mother?",Lord Ingram,Dowager Lady Ingram
17,span-based,87,"Oh, gracious, mama!",Blanche Ingram,Dowager Lady Ingram
17,span-based,88,"My lily-flower, you are right now, as always.",Lady Ingram,Blanche Ingram
17,span-based,90,"Louisa and I used to quiz our governess too; but she was such a good creature, she would bear anything: nothing put her out.",Louisa Eshton,Amy Eshton
17,span-based,90,"She was never cross with us; was she, Louisa?",Louisa Eshton,Amy Eshton
17,span-based,93,"Mr. Rochester, do you second my motion?",Blanche Ingram,Mr. Rochester
17,span-based,96,"Donna Bianca, if you command it, I will be.",Mr. Rochester,Mary
17,span-based,97,"Then, signior, I lay on you my sovereign behest to furbish up your lungs and other vocal organs, as they will be wanted on my royal service.",Blanche Ingram,Mr. Rochester
17,span-based,98,Who would not be the Rizzio of so divine a Mary?,,Mr. Rochester
17,span-based,98,Who would not be the Rizzio of so divine a Mary?,,Mary
17,span-based,101,"Gentlemen, you hear!",,Mr. Rochester
17,span-based,101,Now which of you most resembles Bothwell?,,Mr. Rochester
17,span-based,102,"I should say the preference lies with you,",Mr. Rochester,Colonel Dent
17,span-based,103,"On my honour, I am much obliged to you,",Mr. Rochester,Colonel Dent
17,span-based,105,"Poor, puny things, not fit to stir a step beyond papa’s park gates: nor to go even so far without mama’s permission and guardianship!",Blanche Ingram,Lord Ingram
17,span-based,105,"Poor, puny things, not fit to stir a step beyond papa’s park gates: nor to go even so far without mama’s permission and guardianship!",Blanche Ingram,Lady Ingram
17,span-based,105,"Creatures so absorbed in care about their pretty faces, and their white hands, and their small feet; as if a man had anything to do with beauty!",Blanche Ingram,Mr. Rochester
17,span-based,107,"Mr. Rochester, now sing, and I will play for you.",Blanche Ingram,Mr. Rochester
17,span-based,110,Commands from Miss Ingram’s lips would put spirit into a mug of milk and water.,Mr. Rochester,Blanche Ingram
17,span-based,111,"Take care, then: if you don’t please me, I will shame you by showing how such things _should_ be done.",Blanche Ingram,Mr. Rochester
17,span-based,113,"If you err wilfully, I shall devise a proportionate punishment.",,Mr. Rochester
17,span-based,114,"Miss Ingram ought to be clement, for she has it in her power to inflict a chastisement beyond mortal endurance.",,Blanche Ingram
17,span-based,119,How do you do?,Mr. Rochester,Jane
17,span-based,120,"I am very well, sir.",Jane,Mr. Rochester
17,span-based,121,Why did you not come and speak to me in the room?,Mr. Rochester,Jane
17,span-based,122,"I did not wish to disturb you, as you seemed engaged, sir.",Jane,Mr. Rochester
17,span-based,123,What have you been doing during my absence?,Mr. Rochester,Jane
17,span-based,125,And getting a good deal paler than you were—as I saw at first sight.,Mr. Rochester,Jane
17,span-based,126,"Nothing at all, sir.",Jane,Mr. Rochester
17,span-based,127,Did you take any cold that night you half drowned me?,Mr. Rochester,Jane
17,span-based,129,Return to the drawing-room: you are deserting too early.,Mr. Rochester,Jane
17,span-based,130,"I am tired, sir.",Jane,Mr. Rochester
17,span-based,133,"Nothing—nothing, sir.",Jane,Mr. Rochester
17,span-based,134,"But I affirm that you are: so much depressed that a few more words would bring tears to your eyes—indeed, they are there now, shining and swimming; and a bead has slipped from the lash and fallen on to the flag.",Mr. Rochester,Jane
17,span-based,134,"If I had time, and was not in mortal dread of some prating prig of a servant passing, I would know what all this means.",Mr. Rochester,Jane
17,span-based,134,"Well, to-night I excuse you; but understand that so long as my visitors stay, I expect you to appear in the drawing-room every evening; it is my wish; don’t neglect it.",Mr. Rochester,Jane
17,span-based,134,"Good-night, my—",Mr. Rochester,Jane
29,span-based,0,It is very well we took her in.,Diana Rivers,Jane
29,span-based,1,Yes; she would certainly have been found dead at the door in the morning had she been left out all night.,Diana Rivers,Jane
29,span-based,1,I wonder what she has gone through?,Diana Rivers,Jane
29,span-based,3,"She is not an uneducated person, I should think, by her manner of speaking; her accent was quite pure; and the clothes she took off, though splashed and wet, were little worn and fine.",Diana Rivers,Jane
29,span-based,4,"She has a peculiar face; fleshless and haggard as it is, I rather like it; and when in good health and animated, I can fancy her physiognomy would be agreeable.",Diana Rivers,Jane
29,span-based,5,"Rather an unusual physiognomy; certainly, not indicative of vulgarity or degradation.",St. John Rivers,Jane
29,span-based,6,"Far otherwise,",Diana Rivers,St. John Rivers
29,span-based,7,"To speak truth, St. John, my heart rather warms to the poor little soul.",Diana Rivers,St. John Rivers
29,span-based,7,"To speak truth, St. John, my heart rather warms to the poor little soul.",Diana Rivers,Jane
29,span-based,7,I wish we may be able to benefit her permanently.,Diana Rivers,Jane
29,span-based,9,"We may, perhaps, succeed in restoring her to them, if she is not obstinate: but I trace lines of force in her face which make me sceptical of her tractability.",St. John Rivers,Jane
29,span-based,11,"She is so ill, St. John.",Mary Rivers,Jane
29,span-based,11,"She is so ill, St. John.",Mary Rivers,St. John Rivers
29,span-based,12,"Ill or well, she would always be plain.",St. John Rivers,Jane
29,span-based,13,"What, you have got up!",Hannah,Jane
29,span-based,14,"You may sit you down in my chair on the hearthstone, if you will.",Hannah,Jane
29,span-based,16,I am no beggar; any more than yourself or your young ladies.,Jane,Hannah
29,span-based,17,"I dunnut understand that: you’ve like no house, nor no brass, I guess?",Hannah,Jane
29,span-based,18,The want of house or brass (by which I suppose you mean money) does not make a beggar in your sense of the word.,Jane,Hannah
29,span-based,19,Are you book-learned?,Hannah,Jane
29,span-based,21,But you’ve never been to a boarding-school?,Hannah,Jane
29,span-based,23,"Whatever cannot ye keep yourself for, then?",Hannah,Jane
29,span-based,24,What are you going to do with these gooseberries?,Jane,Hannah
29,span-based,27,Nay; I dunnut want ye to do nought.,Hannah,Jane
29,span-based,30,I should mucky it.,Hannah,Jane
29,span-based,31,"Ye’ve not been used to sarvant’s wark, I see by your hands,",Hannah,Jane
29,span-based,32,Happen ye’ve been a dressmaker?,Hannah,Jane
29,span-based,33,"No, you are wrong.",Jane,Hannah
29,span-based,33,"And now, never mind what I have been: don’t trouble your head further about me; but tell me the name of the house where we are.",Jane,Hannah
29,span-based,36,Nay; he doesn’t live here: he is only staying a while.,Hannah,St. John Rivers
29,span-based,41,"This, then, was his father’s residence?",Jane,Mr. Rivers
29,span-based,42,"Aye; old Mr. Rivers lived here, and his father, and grandfather, and gurt (great) grandfather afore him.",Hannah,Mr. Rivers
29,span-based,43,"The name, then, of that gentleman, is Mr. St. John Rivers?",Jane,St. John Rivers
29,span-based,45,And his sisters are called Diana and Mary Rivers?,Hannah,Mary
29,span-based,45,And his sisters are called Diana and Mary Rivers?,Hannah,Mary Rivers
29,span-based,49,They have no mother?,Hannah,Mary Rivers
29,span-based,51,Have you lived with the family long?,Hannah,Mr. Rivers
29,span-based,53,"I will say so much for you, though you have had the incivility to call me a beggar.",Hannah,Jane
29,span-based,55,"I was quite mista’en in my thoughts of you: but there is so mony cheats goes about, you mun forgie me.",Hannah,Jane
29,span-based,57,"you wished to turn me from the door, on a night when you should not have shut out a dog.",Jane,Hannah
29,span-based,60,"But I do think hardly of you,",Jane,Hannah
29,span-based,61,"and I’ll tell you why—not so much because you refused to give me shelter, or regarded me as an impostor, as because you just now made it a species of reproach that I had no ‘brass’ and no house.",Jane,Hannah
29,span-based,63,Mr. St. John tells me so too; and I see I wor wrang—but I’ve clear a different notion on you now to what I had.,Hannah,St. John Rivers
29,span-based,63,Mr. St. John tells me so too; and I see I wor wrang—but I’ve clear a different notion on you now to what I had.,Hannah,Mary
29,span-based,64,That will do—I forgive you now.,Jane,Hannah
29,span-based,69,of a mak’ of their own.,Hannah,Diana Rivers
29,span-based,71,Gone over to Morton for a walk; but they would be back in half-an-hour to tea.,Hannah,Mary Rivers
29,span-based,73,Poor child!—poor girl!,Diana Rivers,Jane
29,span-based,74,And what business have you here?,St. John Rivers,Jane
29,span-based,75,It is not your place.,Diana Rivers,Jane
29,span-based,75,"Mary and I sit in the kitchen sometimes, because at home we like to be free, even to license—but you are a visitor, and must go into the parlour.",Diana Rivers,Mary Rivers
29,span-based,75,"Mary and I sit in the kitchen sometimes, because at home we like to be free, even to license—but you are a visitor, and must go into the parlour.",Diana Rivers,Jane
29,span-based,75,"Mary and I sit in the kitchen sometimes, because at home we like to be free, even to license—but you are a visitor, and must go into the parlour.",Diana Rivers,Mary
29,span-based,77,"Not at all, with Hannah bustling about and covering you with flour.",Diana Rivers,Jane
29,span-based,77,"Not at all, with Hannah bustling about and covering you with flour.",Diana Rivers,Hannah
29,span-based,78,"Besides, the fire is too hot for you,",Mary,Jane
29,span-based,80,"Come, you must be obedient.",Diana Rivers,Jane
29,span-based,81,"Sit there,",Diana Rivers,Jane
29,span-based,82,"while we take our things off and get the tea ready; it is another privilege we exercise in our little moorland home—to prepare our own meals when we are so inclined, or when Hannah is baking, brewing, washing, or ironing.",Diana Rivers,Mary Rivers
29,span-based,82,"while we take our things off and get the tea ready; it is another privilege we exercise in our little moorland home—to prepare our own meals when we are so inclined, or when Hannah is baking, brewing, washing, or ironing.",Diana Rivers,Hannah
29,span-based,84,Hannah says you have had nothing but some gruel since breakfast.,Diana Rivers,Hannah
29,span-based,84,Hannah says you have had nothing but some gruel since breakfast.,Diana Rivers,Jane
29,span-based,86,"I am, sir.",Jane,Mr. Rivers
29,span-based,87,It is well for you that a low fever has forced you to abstain for the last three days: there would have been danger in yielding to the cravings of your appetite at first.,St. John Rivers,Jane
29,span-based,87,"Now you may eat, though still not immoderately.",St. John Rivers,Jane
29,span-based,88,"I trust I shall not eat long at your expense, sir,",Jane,Mr. Rivers
29,span-based,90,"when you have indicated to us the residence of your friends, we can write to them, and you may be restored to home.",St. John Rivers,Jane
29,span-based,91,"That, I must plainly tell you, is out of my power to do; being absolutely without home and friends.",Jane,St. John Rivers
29,span-based,92,"Do you mean to say,",St. John Rivers,Jane
29,span-based,93,that you are completely isolated from every connection?,St. John Rivers,Jane
29,span-based,95,A most singular position at your age!,St. John Rivers,Jane
29,span-based,96,You are a spinster?,St. John Rivers,Jane
29,span-based,97,"Why, she can’t be above seventeen or eighteen years old, St. John,",Diana Rivers,Jane
29,span-based,97,"Why, she can’t be above seventeen or eighteen years old, St. John,",Diana Rivers,St. John Rivers
29,span-based,99,Where did you last reside?,St. John Rivers,Mr. Rivers
29,span-based,99,Where did you last reside?,St. John Rivers,Jane
29,span-based,102,"Which, if you like, you have, in my opinion, a right to keep, both from St. John and every other questioner,",Diana Rivers,St. John Rivers
29,span-based,103,"Yet if I know nothing about you or your history, I cannot help you,",St. John Rivers,Jane
29,span-based,104,"And you need help, do you not?",St. John Rivers,Jane
29,span-based,106,I know not whether I am a true philanthropist; yet I am willing to aid you to the utmost of my power in a purpose so honest.,St. John Rivers,Jane
29,span-based,106,"First, then, tell me what you have been accustomed to do, and what you _can_ do.",St. John Rivers,Jane
29,span-based,107,"Mr. Rivers,",Mr. Rivers,Mr. Rivers
29,span-based,108,"you and your sisters have done me a great service—the greatest man can do his fellow-being; you have rescued me, by your noble hospitality, from death.",Jane,Mr. Rivers
29,span-based,108,"This benefit conferred gives you an unlimited claim on my gratitude, and a claim, to a certain extent, on my confidence.",Jane,Mr. Rivers
29,span-based,108,"I will tell you as much of the history of the wanderer you have harboured, as I can tell without compromising my own peace of mind—my own security, moral and physical, and that of others.",Jane,Hannah
29,span-based,109,"I will even tell you the name of the establishment, where I passed six years as a pupil, and two as a teacher—Lowood Orphan Asylum, ——shire: you will have heard of it, Mr. Rivers?—the Rev.",Jane,Mr. Rivers
29,span-based,109,"I will even tell you the name of the establishment, where I passed six years as a pupil, and two as a teacher—Lowood Orphan Asylum, ——shire: you will have heard of it, Mr. Rivers?—the Rev.",Jane,Mr. Brocklehurst
29,span-based,110,"I have heard of Mr. Brocklehurst, and I have seen the school.",St. John Rivers,Mr. Brocklehurst
29,span-based,111,No blame attached to me: I am as free from culpability as any one of you three.,Jane,Hannah
29,span-based,111,"I slept two nights in the open air, and wandered about two days without crossing a threshold: but twice in that space of time did I taste food; and it was when brought by hunger, exhaustion, and despair almost to the last gasp, that you, Mr. Rivers, forbade me to perish of want at your door, and took me under the shelter of your roof.",Jane,Mr. Rivers
29,span-based,111,"I know all your sisters have done for me since—for I have not been insensible during my seeming torpor—and I owe to their spontaneous, genuine, genial compassion as large a debt as to your evangelical charity.",Jane,St. John Rivers
29,span-based,112,"Don’t make her talk any more now, St. John,",Diana Rivers,Jane
29,span-based,112,"Don’t make her talk any more now, St. John,",Diana Rivers,St. John Rivers
29,span-based,113,she is evidently not yet fit for excitement.,Diana Rivers,Jane
29,span-based,113,"Come to the sofa and sit down now, Miss Elliott.",Diana Rivers,Jane
29,span-based,114,You said your name was Jane Elliott?,St. John Rivers,Jane
29,span-based,116,Your real name you will not give?,St. John Rivers,Jane
29,span-based,119,"Now do, brother, let her be at peace a while.",Diana Rivers,Jane
29,span-based,119,"Now do, brother, let her be at peace a while.",Diana Rivers,St. John Rivers
29,span-based,120,"You would not like to be long dependent on our hospitality—you would wish, I see, to dispense as soon as may be with my sisters’ compassion, and, above all, with my _charity_ (I am quite sensible of the distinction drawn, nor do I resent it—it is just): you desire to be independent of us?",St. John Rivers,Jane
29,span-based,121,"Show me how to work, or how to seek work: that is all I now ask; then let me go, if it be but to the meanest cottage; but till then, allow me to stay here: I dread another essay of the horrors of homeless destitution.",Jane,St. John Rivers
29,span-based,122,"Indeed you _shall_ stay here,",Diana Rivers,Jane
29,span-based,124,"My sisters, you see, have a pleasure in keeping you,",St. John Rivers,Jane
29,span-based,125,"_I_ feel more inclination to put you in the way of keeping yourself, and shall endeavour to do so; but observe, my sphere is narrow.",St. John Rivers,Jane
29,span-based,125,"And if you are inclined to despise the day of small things, seek some more efficient succour than such as I can offer.",St. John Rivers,Jane
29,span-based,126,"She has already said that she is willing to do anything honest she _can_ do,",Diana Rivers,Jane
29,span-based,127,"and you know, St. John, she has no choice of helpers: she is forced to put up with such crusty people as you.",Diana Rivers,St. John Rivers
29,span-based,127,"and you know, St. John, she has no choice of helpers: she is forced to put up with such crusty people as you.",Diana Rivers,Jane
29,span-based,130,"If such is your spirit, I promise to aid you, in my own time and way.",St. John Rivers,Jane
15,span-based,2,"And, Miss Eyre, so much was I flattered by this preference of the Gallic sylph for her British gnome, that I installed her in an hotel; gave her a complete establishment of servants, a carriage, cashmeres, diamonds, dentelles, &c. In short, I began the process of ruining myself in the received style, like any other spoony.",Mr. Rochester,Jane
15,span-based,3,"I liked bonbons too in those days, Miss Eyre, and I was _croquant_—(overlook the barbarism)—_croquant_ chocolate comfits, and smoking alternately, watching meantime the equipages that rolled along the fashionable streets towards the neighbouring opera-house, when in an elegant close carriage drawn by a beautiful pair of English horses, and distinctly seen in the brilliant city-night, I recognised the ‘voiture’ I had given Céline.",Mr. Rochester,Jane
15,span-based,4,"You never felt jealousy, did you, Miss Eyre?",Mr. Rochester,Jane
15,span-based,6,"During the moment I was silent, Miss Eyre, I was arranging a point with my destiny.",Mr. Rochester,Jane
15,span-based,6,"She stood there, by that beech-trunk—a hag like one of those who appeared to Macbeth on the heath of Forres.",Mr. Rochester,Grace Poole
15,span-based,6,"‘You like Thornfield?’ she said, lifting her finger; and then she wrote in the air a memento, which ran in lurid hieroglyphics all along the house-front, between the upper and lower row of windows, ‘Like it if you can!",Mr. Rochester,Grace Poole
15,span-based,6,"‘You like Thornfield?’ she said, lifting her finger; and then she wrote in the air a memento, which ran in lurid hieroglyphics all along the house-front, between the upper and lower row of windows, ‘Like it if you can!",Mr. Rochester,Jane
15,span-based,11,"Did you leave the balcony, sir,",Jane,Mr. Rochester
15,span-based,14,"Strange that I should choose you for the confidant of all this, young lady; passing strange that you should listen to me quietly, as if it were the most usual thing in the world for a man like me to tell stories of his opera-mistresses to a quaint, inexperienced girl like you!",Mr. Rochester,Jane
15,span-based,14,"But the last singularity explains the first, as I intimated once before: you, with your gravity, considerateness, and caution were made to be the recipient of secrets.",Mr. Rochester,Jane
15,span-based,14,"Happily I do not mean to harm it: but, if I did, it would not take harm from me.",Mr. Rochester,Jane
15,span-based,14,"The more you and I converse, the better; for while I cannot blight you, you may refresh me.",Mr. Rochester,Jane
15,span-based,15,"‘They will come to her boudoir, no doubt,’ thought I: ‘let me prepare an ambush.’ So putting my hand in through the open window, I drew the curtain over it, leaving only an opening through which I could take observations; then I closed the casement, all but a chink just wide enough to furnish an outlet to lovers’ whispered vows: then I stole back to my chair; and as I resumed it the pair came in.",Mr. Rochester,Grace Poole
15,span-based,16,"Now it had been her custom to launch out into fervent admiration of what she called my ‘_beauté mâle_:’ wherein she differed diametrically from you, who told me point-blank, at the second interview, that you did not think me handsome.",Mr. Rochester,Jane
15,span-based,17,"Monsieur, John has just been to say that your agent has called and wishes to see you.",,Mr. Rochester
15,span-based,18,"Mrs. Fairfax found you to train it; but now you know that it is the illegitimate offspring of a French opera-girl, you will perhaps think differently of your post and protégée: you will be coming to me some day with notice that you have found another place—that you beg me to look out for a new governess, &c.—Eh?",Mr. Rochester,Jane
15,span-based,18,"Mrs. Fairfax found you to train it; but now you know that it is the illegitimate offspring of a French opera-girl, you will perhaps think differently of your post and protégée: you will be coming to me some day with notice that you have found another place—that you beg me to look out for a new governess, &c.—Eh?",Mr. Rochester,Mrs. Fairfax
15,span-based,19,"No: Adèle is not answerable for either her mother’s faults or yours: I have a regard for her; and now that I know she is, in a sense, parentless—forsaken by her mother and disowned by you, sir—I shall cling closer to her than before.",Jane,Mr. Rochester
15,span-based,19,"No: Adèle is not answerable for either her mother’s faults or yours: I have a regard for her; and now that I know she is, in a sense, parentless—forsaken by her mother and disowned by you, sir—I shall cling closer to her than before.",Jane,Grace Poole
15,span-based,20,"Well, I must go in now; and you too: it darkens.",Mr. Rochester,Jane
15,span-based,22,What alienates him from the house?,Jane,Mr. Rochester
15,span-based,22,Will he leave it again soon?,Jane,Mr. Rochester
15,span-based,22,Mrs. Fairfax said he seldom stayed here longer than a fortnight at a time; and he has now been resident eight weeks.,Jane,Mr. Rochester
15,span-based,22,Mrs. Fairfax said he seldom stayed here longer than a fortnight at a time; and he has now been resident eight weeks.,Jane,Mrs. Fairfax
15,span-based,22,"If he does go, the change will be doleful.",Jane,Mr. Rochester
15,span-based,22,"Suppose he should be absent spring, summer, and autumn: how joyless sunshine and fine days will seem!",Jane,Mr. Rochester
15,span-based,25,Was that Grace Poole?,Jane,Grace Poole
15,span-based,25,and is she possessed with a devil?,Jane,Grace Poole
15,span-based,26,Wake!,Jane,Mr. Rochester
15,span-based,26,wake!,Jane,Mr. Rochester
15,span-based,28,"No, sir,",Jane,Mr. Rochester
15,span-based,29,"but there has been a fire: get up, do; you are quenched now; I will fetch you a candle.",Jane,Mr. Rochester
15,span-based,30,"In the name of all the elves in Christendom, is that Jane Eyre?",Mr. Rochester,Jane
15,span-based,32,"I will fetch you a candle, sir; and, in Heaven’s name, get up.",Jane,Mr. Rochester
15,span-based,32,Somebody has plotted something: you cannot too soon find out who and what it is.,Jane,Mr. Rochester
15,span-based,36,Shall I call Mrs. Fairfax?,Jane,Mrs. Fairfax
15,span-based,37,Mrs. Fairfax?,Mr. Rochester,Mrs. Fairfax
15,span-based,37,No; what the deuce would you call her for?,Mr. Rochester,Mrs. Fairfax
15,span-based,37,What can she do?,Mr. Rochester,Mrs. Fairfax
15,span-based,37,Let her sleep unmolested.,Mr. Rochester,Mrs. Fairfax
15,span-based,39,"If you are not warm enough, you may take my cloak yonder; wrap it about you, and sit down in the arm-chair: there,—I will put it on.",Mr. Rochester,Jane
15,span-based,39,"Now place your feet on the stool, to keep them out of the wet.",Mr. Rochester,Jane
15,span-based,39,Remain where you are till I return; be as still as a mouse.,Mr. Rochester,Jane
15,span-based,40,"I hope it is he,",Jane,Mr. Rochester
15,span-based,44,"How, sir?",Jane,Mr. Rochester
15,span-based,45,I forget whether you said you saw anything when you opened your chamber door.,Mr. Rochester,Jane
15,span-based,46,"No, sir, only the candlestick on the ground.",Jane,Mr. Rochester
15,span-based,47,But you heard an odd laugh?,Mr. Rochester,Jane
15,span-based,47,"You have heard that laugh before, I should think, or something like it?",Mr. Rochester,Grace Poole
15,span-based,48,"Yes, sir: there is a woman who sews here, called Grace Poole,—she laughs in that way.",Jane,Grace Poole
15,span-based,49,Grace Poole—you have guessed it.,Mr. Rochester,Jane
15,span-based,49,Grace Poole—you have guessed it.,Mr. Rochester,Grace Poole
15,span-based,49,"Meantime, I am glad that you are the only person, besides myself, acquainted with the precise details of to-night’s incident.",Mr. Rochester,Jane
15,span-based,50,and now return to your own room.,Mr. Rochester,Jane
15,span-based,51,"Good-night, then, sir,",Jane,Mr. Rochester
15,span-based,53,"are you quitting me already, and in that way?",Mr. Rochester,Jane
15,span-based,54,"You said I might go, sir.",Jane,Mr. Rochester
15,span-based,55,and you walk past me as if we were mutual strangers!,Mr. Rochester,Jane
15,span-based,56,You have saved my life: I have a pleasure in owing you so immense a debt.,Mr. Rochester,Jane
15,span-based,56,"Nothing else that has being would have been tolerable to me in the character of creditor for such an obligation: but you: it is different;—I feel your benefits no burden, Jane.",Mr. Rochester,Jane
15,span-based,57,"There is no debt, benefit, burden, obligation, in the case.",Jane,Mr. Rochester
15,span-based,59,"you would do me good in some way, at some time;—I saw it in your eyes when I first beheld you: their expression and smile did not",Mr. Rochester,Jane
15,span-based,61,"My cherished preserver, good-night!",Mr. Rochester,Jane
15,span-based,63,you _will_ go?,Mr. Rochester,Jane
15,span-based,64,"I am cold, sir.",Jane,Mr. Rochester
15,span-based,65,"Go, then, Jane; go!",Mr. Rochester,Jane
15,span-based,66,"I think I hear Mrs. Fairfax move, sir,",Jane,Mr. Rochester
15,span-based,66,"I think I hear Mrs. Fairfax move, sir,",Jane,Mrs. Fairfax
4,span-based,0,that nasty Jane Eyre,John Reed,Jane
4,span-based,1,"Don’t talk to me about her, John: I told you not to go near her; she is not worthy of notice; I do not choose that either you or your sisters should associate with her.",Mrs. Reed,Jane
4,span-based,1,"Don’t talk to me about her, John: I told you not to go near her; she is not worthy of notice; I do not choose that either you or your sisters should associate with her.",Mrs. Reed,John Reed
4,span-based,3,"What would Uncle Reed say to you, if he were alive?",Jane,Mrs. Reed
4,span-based,3,"What would Uncle Reed say to you, if he were alive?",Jane,Mr. Reed
4,span-based,4,What?,Jane,Mrs. Reed
4,span-based,5,"My Uncle Reed is in heaven, and can see all you do and think; and so can papa and mama: they know how you shut me up all day long, and how you wish me dead.",Jane,Mr. Reed
4,span-based,5,"My Uncle Reed is in heaven, and can see all you do and think; and so can papa and mama: they know how you shut me up all day long, and how you wish me dead.",Jane,Mrs. Reed
4,span-based,6,"Good night, Miss Jane.",Bessie,Jane
4,span-based,7,"Miss Jane, take off your pinafore; what are you doing there?",Bessie,Jane
4,span-based,7,Have you washed your hands and face this morning?,Bessie,Jane
4,span-based,8,"No, Bessie; I have only just finished dusting.",Jane,Bessie
4,span-based,9,and what are you doing now?,Bessie,Jane
4,span-based,9,"You look quite red, as if you had been about some mischief: what were you opening the window for?",Bessie,Jane
4,span-based,11,What should I see besides Aunt Reed in the apartment?—a man or a woman?,Jane,Mrs. Reed
4,span-based,12,This is the little girl respecting whom I applied to you.,Mrs. Reed,Mr. Brocklehurst
4,span-based,13,Her size is small: what is her age?,Mr. Brocklehurst,Jane
4,span-based,17,"Jane Eyre, sir.",Jane,Jane
4,span-based,18,"Well, Jane Eyre, and are you a good child?",Mr. Brocklehurst,Jane
4,span-based,19,"Perhaps the less said on that subject the better, Mr. Brocklehurst.",Mrs. Reed,Jane
4,span-based,19,"Perhaps the less said on that subject the better, Mr. Brocklehurst.",Mrs. Reed,Mr. Brocklehurst
4,span-based,23,Do you know where the wicked go after death?,Mr. Brocklehurst,Jane
4,span-based,25,Can you tell me that?,Mr. Brocklehurst,Jane
4,span-based,27,"And should you like to fall into that pit, and to be burning there for ever?",Mr. Brocklehurst,Jane
4,span-based,28,"No, sir.",Jane,Mr. Brocklehurst
4,span-based,29,What must you do to avoid it?,Mr. Brocklehurst,Jane
4,span-based,31,How can you keep in good health?,Mr. Brocklehurst,Jane
4,span-based,31,Children younger than you die daily.,Mr. Brocklehurst,Jane
4,span-based,31,It is to be feared the same could not be said of you were you to be called hence.,Mr. Brocklehurst,Jane
4,span-based,32,"I hope that sigh is from the heart, and that you repent of ever having been the occasion of discomfort to your excellent benefactress.",Mr. Brocklehurst,Jane
4,span-based,32,"I hope that sigh is from the heart, and that you repent of ever having been the occasion of discomfort to your excellent benefactress.",Mr. Brocklehurst,Mrs. Reed
4,span-based,34,"they all call Mrs. Reed my benefactress; if so, a benefactress is a disagreeable thing.",Jane,Mr. Brocklehurst
4,span-based,34,"they all call Mrs. Reed my benefactress; if so, a benefactress is a disagreeable thing.",Jane,Mrs. Reed
4,span-based,35,Do you say your prayers night and morning?,Mr. Brocklehurst,Jane
4,span-based,36,"Yes, sir.",Jane,Mr. Brocklehurst
4,span-based,37,Do you read your Bible?,Mr. Brocklehurst,Jane
4,span-based,39,Are you fond of it?,Mr. Brocklehurst,Jane
4,span-based,42,"No, sir.",Jane,Mr. Brocklehurst
